id,adcode,country,province,city,district,city_sname,lat,lng,UnrealX,UnrealY,
1,310114,中国,上海市,上海市,嘉定区,,31.37482,121.26621,,,
2,310120,中国,上海市,上海市,奉贤区,,30.91803,121.4741,,,
3,310113,中国,上海市,上海市,宝山区,,31.40527,121.48941,,,
4,310230,中国,上海市,上海市,崇明县,,31.6229,121.3973,,,
5,310104,中国,上海市,上海市,徐汇区,,31.18826,121.43687,,,
6,310107,中国,上海市,上海市,普陀区,,31.2494,121.397,,,
7,310110,中国,上海市,上海市,杨浦区,,31.25956,121.52609,,,
8,310117,中国,上海市,上海市,松江区,,31.03241,121.22654,,,
9,310115,中国,上海市,上海市,浦东新区,,31.22114,121.54409,,,
10,310109,中国,上海市,上海市,虹口区,,31.26451,121.50515,,,
11,310116,中国,上海市,上海市,金山区,,30.74185,121.34242,,,
12,310105,中国,上海市,上海市,长宁区,,31.22024,121.42394,,,
13,310112,中国,上海市,上海市,闵行区,,31.11325,121.38206,,,
14,310118,中国,上海市,上海市,青浦区,,31.14979,121.12426,,,
15,310106,中国,上海市,上海市,静安区,,31.22352,121.45591,,,
16,310101,中国,上海市,上海市,黄浦区,,31.23162,121.48461,,,
17,530000,中国,云南省,,,,25.051562267344867,102.71641607523223,,,
18,530900,中国,云南省,临沧市,,临沧,23.89516,100.08233,-46130,125890,
19,530902,中国,云南省,临沧市,临翔区,,23.89516,100.08233,,,
20,530922,中国,云南省,临沧市,云县,,24.4446,100.13111,,,
21,530921,中国,云南省,临沧市,凤庆县,,24.58038,99.92841,,,
22,530925,中国,云南省,临沧市,双江拉祜族佤族布朗族傣族自治县,,23.4736,99.82768,,,
23,530923,中国,云南省,临沧市,永德县,,24.01828,99.25929,,,
24,530927,中国,云南省,临沧市,沧源佤族自治县,,23.14681,99.24583,,,
25,530926,中国,云南省,临沧市,耿马傣族佤族自治县,,23.53786,99.39767,,,
26,530924,中国,云南省,临沧市,镇康县,,23.7631,98.82543,,,
27,530700,中国,云南省,丽江市,,丽江,26.8,100.2666,-42320,94290,
28,530723,中国,云南省,丽江市,华坪县,,26.62921,101.2663,,,
29,530702,中国,云南省,丽江市,古城区,,26.87721,100.22549,,,
30,530724,中国,云南省,丽江市,宁蒗彝族自治县,,27.28196,100.85198,,,
31,530722,中国,云南省,丽江市,永胜县,,26.68431,100.75086,,,
32,530721,中国,云南省,丽江市,玉龙纳西族自治县,,26.82152,100.23695,,,
33,530500,中国,云南省,保山市,,保山,25.12107,99.16579,-53740,111890,
34,530521,中国,云南省,保山市,施甸县,,24.72308,99.18902,,,
35,530524,中国,云南省,保山市,昌宁县,,24.82745,99.60567,,,
36,530522,中国,云南省,保山市,腾冲县,,25.02053,98.49097,,,
37,530502,中国,云南省,保山市,隆阳区,,25.12107,99.16579,,,
38,530523,中国,云南省,保山市,龙陵县,,24.58682,98.68927,,,
39,532900,中国,云南省,大理白族自治州,,大理,25.7,100.18,-42310,107370,
40,532929,中国,云南省,大理白族自治州,云龙县,,25.88573,99.37096,,,
41,532931,中国,云南省,大理白族自治州,剑川县,,26.53692,99.9055,,,
42,532926,中国,云南省,大理白族自治州,南涧彝族自治县,,25.04282,100.50974,,,
43,532901,中国,云南省,大理白族自治州,大理市,,25.59158,100.22976,,,
44,532924,中国,云南省,大理白族自治州,宾川县,,25.827,100.57265,,,
45,532927,中国,云南省,大理白族自治州,巍山彝族回族自治县,,25.22714,100.30711,,,
46,532925,中国,云南省,大理白族自治州,弥渡县,,25.34365,100.49131,,,
47,532928,中国,云南省,大理白族自治州,永平县,,25.46454,99.54098,,,
48,532930,中国,云南省,大理白族自治州,洱源县,,26.11113,99.95088,,,
49,532922,中国,云南省,大理白族自治州,漾濞彝族自治县,,25.66992,99.95814,,,
50,532923,中国,云南省,大理白族自治州,祥云县,,25.48381,100.55059,,,
51,532932,中国,云南省,大理白族自治州,鹤庆县,,26.56013,100.17644,,,
52,533100,中国,云南省,德宏傣族景颇族自治州,,德宏,24.43232,98.58486,-59780,118780,
53,533122,中国,云南省,德宏傣族景颇族自治州,梁河县,,24.80435,98.2967,,,
54,533102,中国,云南省,德宏傣族景颇族自治州,瑞丽市,,24.01278,97.85189,,,
55,533123,中国,云南省,德宏傣族景颇族自治州,盈江县,,24.70519,97.93184,,,
56,533103,中国,云南省,德宏傣族景颇族自治州,芒市,,24.43379,98.58815,,,
57,533124,中国,云南省,德宏傣族景颇族自治州,陇川县,,24.18305,97.79203,,,
58,533300,中国,云南省,怒江傈僳族自治州,,怒江,25.81763,98.8567,-55980,104490,
59,533325,中国,云南省,怒江傈僳族自治州,兰坪白族普米族自治县,,26.45353,99.41671,,,
60,533321,中国,云南省,怒江傈僳族自治州,泸水县,,25.82306,98.85804,,,
61,533323,中国,云南省,怒江傈僳族自治州,福贡县,,26.90185,98.86905,,,
62,533324,中国,云南省,怒江傈僳族自治州,贡山独龙族怒族自治县,,27.74104,98.66579,,,
63,532600,中国,云南省,文山壮族苗族自治州,,文山,23.3724,104.2497,-6850,134100,
64,532626,中国,云南省,文山壮族苗族自治州,丘北县,,24.04186,104.19581,,,
65,532628,中国,云南省,文山壮族苗族自治州,富宁县,,23.62539,105.63053,,,
66,532627,中国,云南省,文山壮族苗族自治州,广南县,,24.04645,105.05516,,,
67,532621,中国,云南省,文山壮族苗族自治州,文山市,,23.38678,104.233,,,
68,532622,中国,云南省,文山壮族苗族自治州,砚山县,,23.60586,104.33709,,,
69,532623,中国,云南省,文山壮族苗族自治州,西畴县,,23.43712,104.6722,,,
70,532625,中国,云南省,文山壮族苗族自治州,马关县,,23.01298,104.39387,,,
71,532624,中国,云南省,文山壮族苗族自治州,麻栗坡县,,23.12525,104.70252,,,
72,530100,中国,云南省,昆明市,,昆明,25.07,102.68,-19510,117390,
73,530113,中国,云南省,昆明市,东川区,,26.08294,103.18773,,,
74,530102,中国,云南省,昆明市,五华区,,25.04347,102.70737,,,
75,530121,中国,云南省,昆明市,呈贡县,,24.88554,102.82147,,,
76,530181,中国,云南省,昆明市,安宁市,,24.91954,102.478,,,
77,530111,中国,云南省,昆明市,官渡区,,25.01503,102.7437,,,
78,530125,中国,云南省,昆明市,宜良县,,24.92005,103.14119,,,
79,530124,中国,云南省,昆明市,富民县,,25.22199,102.49767,,,
80,530129,中国,云南省,昆明市,寻甸回族彝族自治县,,25.55818,103.25668,,,
81,530127,中国,云南省,昆明市,嵩明县,,25.33872,103.03687,,,
82,530122,中国,云南省,昆明市,晋宁县,,24.66982,102.59559,,,
83,530103,中国,云南省,昆明市,盘龙区,,25.11624,102.75205,,,
84,530126,中国,云南省,昆明市,石林彝族自治县,,24.77082,103.2889,,,
85,530128,中国,云南省,昆明市,禄劝彝族苗族自治县,,25.55128,102.47145,,,
86,530112,中国,云南省,昆明市,西山区,,25.03845,102.66481,,,
87,530600,中国,云南省,昭通市,,昭通,27.32027,103.70594,-9340,92500,
88,530624,中国,云南省,昭通市,大关县,,27.74806,103.89111,,,
89,530629,中国,云南省,昭通市,威信县,,27.84685,105.04906,,,
90,530622,中国,云南省,昭通市,巧家县,,26.90861,102.93006,,,
91,530628,中国,云南省,昭通市,彝良县,,27.62551,104.04805,,,
92,530602,中国,云南省,昭通市,昭阳区,,27.32027,103.70594,,,
93,530630,中国,云南省,昭通市,水富县,,28.63002,104.41562,,,
94,530625,中国,云南省,昭通市,永善县,,28.22909,103.63817,,,
95,530623,中国,云南省,昭通市,盐津县,,28.10859,104.23467,,,
96,530626,中国,云南省,昭通市,绥江县,,28.5984,103.95841,,,
97,530627,中国,云南省,昭通市,镇雄县,,27.4415,104.8736,,,
98,530621,中国,云南省,昭通市,鲁甸县,,27.18664,103.55792,,,
99,530800,中国,云南省,普洱市,,普洱,22.78684,100.97692,-39010,137890,
100,530822,中国,云南省,普洱市,墨江哈尼族自治县,,23.43185,101.69223,,,
101,530827,中国,云南省,普洱市,孟连傣族拉祜族佤族自治县,,22.32911,99.58441,,,
102,530821,中国,云南省,普洱市,宁洱哈尼族彝族自治县,,23.06167,101.04539,,,
103,530802,中国,云南省,普洱市,思茅区,,22.78684,100.97692,,,
104,530823,中国,云南省,普洱市,景东彝族自治县,,24.44697,100.8339,,,
105,530824,中国,云南省,普洱市,景谷傣族彝族自治县,,23.49704,100.7029,,,
106,530826,中国,云南省,普洱市,江城哈尼族彝族自治县,,22.58518,101.86237,,,
107,530828,中国,云南省,普洱市,澜沧拉祜族自治县,,22.55577,99.93208,,,
108,530829,中国,云南省,普洱市,西盟佤族自治县,,22.64435,99.59018,,,
109,530825,中国,云南省,普洱市,镇沅彝族哈尼族拉祜族自治县,,24.00461,101.10843,,,
110,530300,中国,云南省,曲靖市,,曲靖,25.60167,103.82183,-9850,111690,
111,530326,中国,云南省,曲靖市,会泽县,,26.41791,103.29737,,,
112,530381,中国,云南省,曲靖市,宣威市,,26.21989,104.10448,,,
113,530325,中国,云南省,曲靖市,富源县,,25.67422,104.25485,,,
114,530323,中国,云南省,曲靖市,师宗县,,24.82851,103.9899,,,
115,530328,中国,云南省,曲靖市,沾益县,,25.60167,103.82183,,,
116,530324,中国,云南省,曲靖市,罗平县,,24.88468,104.3087,,,
117,530322,中国,云南省,曲靖市,陆良县,,25.02941,103.66683,,,
118,530321,中国,云南省,曲靖市,马龙县,,25.42807,103.57834,,,
119,530302,中国,云南省,曲靖市,麒麟区,,25.49513,103.80481,,,
120,532300,中国,云南省,楚雄彝族自治州,,楚雄,25.0364,101.5456,-31250,115020,
121,532328,中国,云南省,楚雄彝族自治州,元谋县,,25.70436,101.87449,,,
122,532324,中国,云南省,楚雄彝族自治州,南华县,,25.19229,101.27354,,,
123,532322,中国,云南省,楚雄彝族自治州,双柏县,,24.68884,101.64206,,,
124,532326,中国,云南省,楚雄彝族自治州,大姚县,,25.72179,101.3244,,,
125,532325,中国,云南省,楚雄彝族自治州,姚安县,,25.50423,101.24158,,,
126,532301,中国,云南省,楚雄彝族自治州,楚雄市,,25.03288,101.54582,,,
127,532329,中国,云南省,楚雄彝族自治州,武定县,,25.53038,102.40442,,,
128,532327,中国,云南省,楚雄彝族自治州,永仁县,,26.05615,101.66982,,,
129,532323,中国,云南省,楚雄彝族自治州,牟定县,,25.31241,101.54697,,,
130,532331,中国,云南省,楚雄彝族自治州,禄丰县,,25.14998,102.079,,,
131,530400,中国,云南省,玉溪市,,玉溪,24.38,102.57,-22650,122680,
132,530428,中国,云南省,玉溪市,元江哈尼族彝族傣族自治县,,23.59667,101.99809,,,
133,530424,中国,云南省,玉溪市,华宁县,,24.1934,102.92849,,,
134,530426,中国,云南省,玉溪市,峨山彝族自治县,,24.16908,102.40579,,,
135,530427,中国,云南省,玉溪市,新平彝族傣族自治县,,24.07,101.99014,,,
136,530425,中国,云南省,玉溪市,易门县,,24.67108,102.16273,,,
137,530421,中国,云南省,玉溪市,江川县,,24.28744,102.75376,,,
138,530422,中国,云南省,玉溪市,澄江县,,24.67379,102.90819,,,
139,530402,中国,云南省,玉溪市,红塔区,,24.35423,102.54522,,,
140,530423,中国,云南省,玉溪市,通海县,,24.11367,102.76647,,,
141,532500,中国,云南省,红河哈尼族彝族自治州,,红河,23.37448873836479,102.42755057757,-14890,133560,
142,532501,中国,云南省,红河哈尼族彝族自治州,个旧市,,23.35899,103.16004,,,
143,532528,中国,云南省,红河哈尼族彝族自治州,元阳县,,23.21999,102.83528,,,
144,532523,中国,云南省,红河哈尼族彝族自治州,屏边苗族自治县,,22.98372,103.68721,,,
145,532524,中国,云南省,红河哈尼族彝族自治州,建水县,,23.63499,102.82699,,,
146,532502,中国,云南省,红河哈尼族彝族自治州,开远市,,23.71434,103.26676,,,
147,532504,中国,云南省,红河哈尼族彝族自治州,弥勒市,,24.41059,103.41499,,,
148,532532,中国,云南省,红河哈尼族彝族自治州,河口瑶族自治县,,22.52931,103.93936,,,
149,532527,中国,云南省,红河哈尼族彝族自治州,泸西县,,24.5321,103.76623,,,
150,532525,中国,云南省,红河哈尼族彝族自治州,石屏县,,23.70556,102.49621,,,
151,532529,中国,云南省,红河哈尼族彝族自治州,红河县,,23.36907,102.42079,,,
152,532531,中国,云南省,红河哈尼族彝族自治州,绿春县,,22.99346,102.39293,,,
153,532503,中国,云南省,红河哈尼族彝族自治州,蒙自市,,23.39622,103.36481,,,
154,532530,中国,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县,,22.77966,103.22648,,,
155,532800,中国,云南省,西双版纳傣族自治州,,西双版纳,22.00749,100.79739,-41190,145690,
156,532822,中国,云南省,西双版纳傣族自治州,勐海县,,21.95753,100.45223,,,
157,532823,中国,云南省,西双版纳傣族自治州,勐腊县,,21.45941,101.56461,,,
158,532801,中国,云南省,西双版纳傣族自治州,景洪市,,22.00008,100.77163,,,
159,533400,中国,云南省,迪庆藏族自治州,,迪庆,27.81908,99.70305,-46190,84900,
160,533422,中国,云南省,迪庆藏族自治州,德钦县,,28.46357,98.91699,,,
161,533423,中国,云南省,迪庆藏族自治州,维西傈僳族自治县,,27.17739,99.28705,,,
162,533421,中国,云南省,迪庆藏族自治州,香格里拉县,,27.83031,99.7009,,,
163,150000,中国,内蒙古自治区,,,,40.82403376116102,111.67741976203259,,,
164,150900,中国,内蒙古自治区,乌兰察布市,,乌兰察布,40.9906,113.12401,71950,-53300,
165,150981,中国,内蒙古自治区,乌兰察布市,丰镇市,,40.43574,113.11056,,,
166,150924,中国,内蒙古自治区,乌兰察布市,兴和县,,40.8719,113.83396,,,
167,150925,中国,内蒙古自治区,乌兰察布市,凉城县,,40.53165,112.50387,,,
168,150922,中国,内蒙古自治区,乌兰察布市,化德县,,41.90479,114.01089,,,
169,150921,中国,内蒙古自治区,乌兰察布市,卓资县,,40.89417,112.57785,,,
170,150923,中国,内蒙古自治区,乌兰察布市,商都县,,41.5621,113.57718,,,
171,150929,中国,内蒙古自治区,乌兰察布市,四子王旗,,41.53316,111.70658,,,
172,150927,中国,内蒙古自治区,乌兰察布市,察哈尔右翼中旗,,41.27747,112.63544,,,
173,150926,中国,内蒙古自治区,乌兰察布市,察哈尔右翼前旗,,40.78585,113.21095,,,
174,150928,中国,内蒙古自治区,乌兰察布市,察哈尔右翼后旗,,41.43589,113.19222,,,
175,150902,中国,内蒙古自治区,乌兰察布市,集宁区,,40.9906,113.12401,,,
176,150300,中国,内蒙古自治区,乌海市,,乌海,39.6647,106.8122,21790,-38350,
177,150304,中国,内蒙古自治区,乌海市,乌达区,,39.5058,106.72609,,,
178,150302,中国,内蒙古自治区,乌海市,海勃湾区,,39.69184,106.8226,,,
179,150303,中国,内蒙古自治区,乌海市,海南区,,39.44096,106.89157,,,
180,152200,中国,内蒙古自治区,兴安盟,,兴安盟,46.08208,122.03818,126810,-115420,
181,152201,中国,内蒙古自治区,兴安盟,乌兰浩特市,,46.07282,122.09316,,,
182,152223,中国,内蒙古自治区,兴安盟,扎赉特旗,,46.72279,122.8998,,,
183,152222,中国,内蒙古自治区,兴安盟,科尔沁右翼中旗,,45.06056,121.47694,,,
184,152221,中国,内蒙古自治区,兴安盟,科尔沁右翼前旗,,46.07955,121.95275,,,
185,152224,中国,内蒙古自治区,兴安盟,突泉县,,45.38282,121.59408,,,
186,152202,中国,内蒙古自治区,兴安盟,阿尔山市,,47.1771,119.94381,,,
187,150200,中国,内蒙古自治区,包头市,,包头,40.6522,109.822,46260,-48840,
188,150202,中国,内蒙古自治区,包头市,东河区,,40.57643,110.04317,,,
189,150207,中国,内蒙古自治区,包头市,九原区,,40.61009,109.96718,,,
190,150222,中国,内蒙古自治区,包头市,固阳县,,41.03412,110.0607,,,
191,150221,中国,内蒙古自治区,包头市,土默特右旗,,40.56883,110.52421,,,
192,150203,中国,内蒙古自治区,包头市,昆都仑区,,40.64178,109.83859,,,
193,150206,中国,内蒙古自治区,包头市,白云鄂博矿区,,41.76943,109.97372,,,
194,150205,中国,内蒙古自治区,包头市,石拐区,,40.67204,110.27227,,,
195,150223,中国,内蒙古自治区,包头市,达尔罕茂明安联合旗,,41.69854,110.43261,,,
196,150204,中国,内蒙古自治区,包头市,青山区,,40.64559,109.90241,,,
197,150700,中国,内蒙古自治区,呼伦贝尔市,,呼伦贝尔,49.21336,119.73572,115840,-143490,
198,150783,中国,内蒙古自治区,呼伦贝尔市,扎兰屯市,,48.01365,122.73761,,,
199,150703,中国,内蒙古自治区,呼伦贝尔市,扎赉诺尔区,,49.51054,117.66992,,,
200,150727,中国,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗,,48.67191,116.82355,,,
201,150726,中国,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗,,48.21819,118.26995,,,
202,150785,中国,内蒙古自治区,呼伦贝尔市,根河市,,50.78046,121.5204,,,
203,150702,中国,内蒙古自治区,呼伦贝尔市,海拉尔区,,49.21336,119.73572,,,
204,150781,中国,内蒙古自治区,呼伦贝尔市,满洲里市,,49.59655,117.37836,,,
205,150782,中国,内蒙古自治区,呼伦贝尔市,牙克石市,,49.28563,120.71174,,,
206,150722,中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,,48.47711,124.51936,,,
207,150723,中国,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗,,50.59158,123.72577,,,
208,150724,中国,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗,,49.14678,119.75542,,,
209,150721,中国,内蒙古自治区,呼伦贝尔市,阿荣旗,,48.12582,123.45944,,,
210,150725,中国,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗,,49.32837,119.42429,,,
211,150784,中国,内蒙古自治区,呼伦贝尔市,额尔古纳市,,50.24315,120.17962,,,
212,150100,中国,内蒙古自治区,呼和浩特市,,呼和浩特,40.80772,111.62299,61330,-51270,
213,150123,中国,内蒙古自治区,呼和浩特市,和林格尔县,,40.37859,111.82083,,,
214,150103,中国,内蒙古自治区,呼和浩特市,回民区,,40.80772,111.62299,,,
215,150121,中国,内蒙古自治区,呼和浩特市,土默特左旗,,40.72957,111.16358,,,
216,150122,中国,内蒙古自治区,呼和浩特市,托克托县,,40.27744,111.19421,,,
217,150102,中国,内蒙古自治区,呼和浩特市,新城区,,40.85844,111.66345,,,
218,150125,中国,内蒙古自治区,呼和浩特市,武川县,,41.0965,111.45118,,,
219,150124,中国,内蒙古自治区,呼和浩特市,清水河县,,39.90892,111.68639,,,
220,150104,中国,内蒙古自治区,呼和浩特市,玉泉区,,40.75319,111.67543,,,
221,150105,中国,内蒙古自治区,呼和浩特市,赛罕区,,40.79195,111.70171,,,
222,150800,中国,内蒙古自治区,巴彦淖尔市,,巴彦淖尔,40.7493594895728,107.39439808372491,26830,-50030,
223,150802,中国,内蒙古自治区,巴彦淖尔市,临河区,,40.76645,107.38683,,,
224,150824,中国,内蒙古自治区,巴彦淖尔市,乌拉特中旗,,41.56746,108.52647,,,
225,150823,中国,内蒙古自治区,巴彦淖尔市,乌拉特前旗,,40.73662,108.65224,,,
226,150825,中国,内蒙古自治区,巴彦淖尔市,乌拉特后旗,,41.08414,107.07466,,,
227,150821,中国,内蒙古自治区,巴彦淖尔市,五原县,,41.08879,108.2673,,,
228,150826,中国,内蒙古自治区,巴彦淖尔市,杭锦后旗,,40.88594,107.15114,,,
229,150822,中国,内蒙古自治区,巴彦淖尔市,磴口县,,40.33056,107.00864,,,
230,150400,中国,内蒙古自治区,赤峰市,,赤峰,42.27,118.95,115410,-69490,
231,150403,中国,内蒙古自治区,赤峰市,元宝山区,,42.03888,119.28862,,,
232,150425,中国,内蒙古自治区,赤峰市,克什克腾旗,,43.26624,117.54421,,,
233,150428,中国,内蒙古自治区,赤峰市,喀喇沁旗,,41.92718,118.70273,,,
234,150429,中国,内蒙古自治区,赤峰市,宁城县,,41.59426,119.34308,,,
235,150423,中国,内蒙古自治区,赤峰市,巴林右旗,,43.53391,118.66466,,,
236,150422,中国,内蒙古自治区,赤峰市,巴林左旗,,43.97094,119.37961,,,
237,150430,中国,内蒙古自治区,赤峰市,敖汉旗,,42.29073,119.92168,,,
238,150404,中国,内蒙古自治区,赤峰市,松山区,,42.28727,118.93301,,,
239,150424,中国,内蒙古自治区,赤峰市,林西县,,43.61702,118.0558,,,
240,150402,中国,内蒙古自治区,赤峰市,红山区,,42.26581,118.95927,,,
241,150426,中国,内蒙古自治区,赤峰市,翁牛特旗,,42.93483,119.00669,,,
242,150421,中国,内蒙古自治区,赤峰市,阿鲁科尔沁旗,,43.87244,120.06556,,,
243,150500,中国,内蒙古自治区,通辽市,,通辽,43.62,122.27,139060,-86750,
244,150525,中国,内蒙古自治区,通辽市,奈曼旗,,42.86729,120.65779,,,
245,150524,中国,内蒙古自治区,通辽市,库伦旗,,42.73504,121.81073,,,
246,150523,中国,内蒙古自治区,通辽市,开鲁县,,43.60005,121.3189,,,
247,150526,中国,内蒙古自治区,通辽市,扎鲁特旗,,44.55631,120.91159,,,
248,150502,中国,内蒙古自治区,通辽市,科尔沁区,,43.62244,122.25615,,,
249,150521,中国,内蒙古自治区,通辽市,科尔沁左翼中旗,,44.12659,123.31216,,,
250,150522,中国,内蒙古自治区,通辽市,科尔沁左翼后旗,,42.93511,122.35674,,,
251,150581,中国,内蒙古自治区,通辽市,霍林郭勒市,,45.53141,119.66359,,,
252,150600,中国,内蒙古自治区,鄂尔多斯市,,鄂尔多斯,39.82127,109.96144,45710,-37750,
253,150602,中国,内蒙古自治区,鄂尔多斯市,东胜区,,39.82127,109.96144,,,
254,150626,中国,内蒙古自治区,鄂尔多斯市,乌审旗,,38.60388,108.81769,,,
255,150627,中国,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,,39.56442,109.74811,,,
256,150622,中国,内蒙古自治区,鄂尔多斯市,准格尔旗,,39.86426,111.23987,,,
257,150625,中国,内蒙古自治区,鄂尔多斯市,杭锦旗,,39.83352,108.73497,,,
258,150621,中国,内蒙古自治区,鄂尔多斯市,达拉特旗,,40.40016,110.03293,,,
259,150623,中国,内蒙古自治区,鄂尔多斯市,鄂托克前旗,,38.18239,107.47743,,,
260,150624,中国,内蒙古自治区,鄂尔多斯市,鄂托克旗,,39.08989,107.9776,,,
261,152500,中国,内蒙古自治区,锡林郭勒盟,,锡盟,43.9332,116.04775,87230,-89790,
262,152525,中国,内蒙古自治区,锡林郭勒盟,东乌珠穆沁旗,,45.5096,116.97215,,,
263,152501,中国,内蒙古自治区,锡林郭勒盟,二连浩特市,,43.64305,111.95238,,,
264,152531,中国,内蒙古自治区,锡林郭勒盟,多伦县,,42.20303,116.48571,,,
265,152527,中国,内蒙古自治区,锡林郭勒盟,太仆寺旗,,41.87732,115.28305,,,
266,152530,中国,内蒙古自治区,锡林郭勒盟,正蓝旗,,42.24162,115.99239,,,
267,152529,中国,内蒙古自治区,锡林郭勒盟,正镶白旗,,42.28722,115.03077,,,
268,152524,中国,内蒙古自治区,锡林郭勒盟,苏尼特右旗,,42.74694,112.65746,,,
269,152523,中国,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,43.85921,113.66737,,,
270,152526,中国,内蒙古自治区,锡林郭勒盟,西乌珠穆沁旗,,44.58716,117.60899,,,
271,152502,中国,内蒙古自治区,锡林郭勒盟,锡林浩特市,,43.93339,116.08608,,,
272,152528,中国,内蒙古自治区,锡林郭勒盟,镶黄旗,,42.23232,113.84751,,,
273,152522,中国,内蒙古自治区,锡林郭勒盟,阿巴嘎旗,,44.02272,114.95034,,,
274,152900,中国,内蒙古自治区,阿拉善盟,,阿拉善盟,38.85153,105.72898,3310,-42840,
275,152922,中国,内蒙古自治区,阿拉善盟,阿拉善右旗,,39.21536,101.66711,,,
276,152921,中国,内蒙古自治区,阿拉善盟,阿拉善左旗,,38.83343,105.66626,,,
277,152923,中国,内蒙古自治区,阿拉善盟,额济纳旗,,41.95449,101.05552,,,
278,110000,中国,北京市,,,北京,39.9289,116.3883,97840,-42830,
279,110101,中国,北京市,北京市,东城区,,39.92855,116.41637,,,
280,110106,中国,北京市,北京市,丰台区,,39.85856,116.28616,,,
281,110115,中国,北京市,北京市,大兴区,,39.72684,116.34159,,,
282,110228,中国,北京市,北京市,密云县,,40.37625,116.84317,,,
283,110117,中国,北京市,北京市,平谷区,,40.14062,117.12141,,,
284,110229,中国,北京市,北京市,延庆县,,40.45678,115.97503,,,
285,110116,中国,北京市,北京市,怀柔区,,40.316,116.63177,,,
286,110111,中国,北京市,北京市,房山区,,39.74788,116.14294,,,
287,110114,中国,北京市,北京市,昌平区,,40.22077,116.23128,,,
288,110105,中国,北京市,北京市,朝阳区,,39.9219,116.44355,,,
289,110108,中国,北京市,北京市,海淀区,,39.95933,116.29845,,,
290,110107,中国,北京市,北京市,石景山区,,39.90569,116.22299,,,
291,110102,中国,北京市,北京市,西城区,,39.91231,116.36611,,,
292,110112,中国,北京市,北京市,通州区,,39.90998,116.65714,,,
293,110109,中国,北京市,北京市,门头沟区,,39.94048,116.10146,,,
294,110113,中国,北京市,北京市,顺义区,,40.13012,116.65477,,,
295,710000,中国,台湾省,,,台湾,24.1666011470968,120.657423840032,158880,111710,
296,220000,中国,吉林省,,,,43.89257578056888,125.33107197951917,,,
297,220200,中国,吉林省,吉林市,,吉林,43.85,126.55,171980,-93190,
298,220211,中国,吉林省,吉林市,丰满区,,43.82142,126.56206,,,
299,220202,中国,吉林省,吉林市,昌邑区,,43.88187,126.57436,,,
300,220282,中国,吉林省,吉林市,桦甸市,,42.97208,126.74627,,,
301,220221,中国,吉林省,吉林市,永吉县,,43.67253,126.49754,,,
302,220284,中国,吉林省,吉林市,磐石市,,42.94662,126.06046,,,
303,220283,中国,吉林省,吉林市,舒兰市,,44.40586,126.96532,,,
304,220204,中国,吉林省,吉林市,船营区,,43.83395,126.54113,,,
305,220281,中国,吉林省,吉林市,蛟河市,,43.72393,127.34477,,,
306,220203,中国,吉林省,吉林市,龙潭区,,43.9106,126.56223,,,
307,220300,中国,吉林省,四平市,,四平,43.17,124.33,156510,-83850,
308,220323,中国,吉林省,四平市,伊通满族自治县,,43.34494,125.30536,,,
309,220381,中国,吉林省,四平市,公主岭市,,43.50468,124.8228,,,
310,220382,中国,吉林省,四平市,双辽市,,43.51845,123.50296,,,
311,220322,中国,吉林省,四平市,梨树县,,43.30717,124.33564,,,
312,220303,中国,吉林省,四平市,铁东区,,43.16208,124.40946,,,
313,220302,中国,吉林省,四平市,铁西区,,43.14635,124.34515,,,
314,222400,中国,吉林省,延边朝鲜族自治州,,延边,42.89119,129.5091,196300,-87340,
315,222406,中国,吉林省,延边朝鲜族自治州,和龙市,,42.54641,129.01079,,,
316,222402,中国,吉林省,延边朝鲜族自治州,图们市,,42.96805,129.8439,,,
317,222426,中国,吉林省,延边朝鲜族自治州,安图县,,43.11166,128.8992,,,
318,222401,中国,吉林省,延边朝鲜族自治州,延吉市,,42.89107,129.5091,,,
319,222403,中国,吉林省,延边朝鲜族自治州,敦化市,,43.37278,128.23109,,,
320,222424,中国,吉林省,延边朝鲜族自治州,汪清县,,43.31281,129.77125,,,
321,222404,中国,吉林省,延边朝鲜族自治州,珲春市,,42.86249,130.36577,,,
322,222405,中国,吉林省,延边朝鲜族自治州,龙井市,,42.76587,129.42641,,,
323,220700,中国,吉林省,松原市,,松原,45.17185,124.81698,156760,-106190,
324,220723,中国,吉林省,松原市,乾安县,,45.00457,124.02797,,,
325,220721,中国,吉林省,松原市,前郭尔罗斯蒙古族自治县,,45.1173,124.82357,,,
326,220702,中国,吉林省,松原市,宁江区,,45.17185,124.81698,,,
327,220724,中国,吉林省,松原市,扶余县,,44.99014,126.04972,,,
328,220722,中国,吉林省,松原市,长岭县,,44.27591,123.9673,,,
329,220800,中国,吉林省,白城市,,白城,45.62,122.82,141680,-107930,
330,220882,中国,吉林省,白城市,大安市,,45.50711,124.29252,,,
331,220802,中国,吉林省,白城市,洮北区,,45.6216,122.85111,,,
