id,adcode,country,province,city,district,city_sname,lat,lng,UnrealX,UnrealY,
721,341204,中国,安徽省,阜阳市,颍泉区,,32.92505,115.80847,,,
722,340500,中国,安徽省,马鞍山市,,马鞍山,31.7304,118.48,122920,45490,
723,340506,中国,安徽省,马鞍山市,博望区,,31.55856,118.84432,,,
724,340522,中国,安徽省,马鞍山市,含山县,,31.73358,118.10241,,,
725,340523,中国,安徽省,马鞍山市,和县,,31.74423,118.35145,,,
726,340521,中国,安徽省,马鞍山市,当涂县,,31.5699,118.4978,,,
727,340503,中国,安徽省,马鞍山市,花山区,,31.69996,118.5115,,,
728,340504,中国,安徽省,马鞍山市,雨山区,,31.68216,118.49853,,,
729,341000,中国,安徽省,黄山市,,黄山,30.27296,118.14161,122710,64820,
730,341022,中国,安徽省,黄山市,休宁县,,29.78618,118.18245,,,
731,341002,中国,安徽省,黄山市,屯溪区,,29.6958,118.3151,,,
732,341004,中国,安徽省,黄山市,徽州区,,29.82794,118.33681,,,
733,341021,中国,安徽省,黄山市,歙县,,29.86076,118.41359,,,
734,341024,中国,安徽省,黄山市,祁门县,,29.85409,117.71715,,,
735,341003,中国,安徽省,黄山市,黄山区,,30.27296,118.14161,,,
736,341023,中国,安徽省,黄山市,黟县,,29.92476,117.93835,,,
737,370000,中国,山东省,,,,36.674856650404905,117.02744162847857,,,
738,370500,中国,山东省,东营市,,东营,37.44878,118.58215,117400,-17890,
739,370502,中国,山东省,东营市,东营区,,37.44878,118.58215,,,
740,370522,中国,山东省,东营市,利津县,,37.49028,118.25536,,,
741,370521,中国,山东省,东营市,垦利县,,37.58748,118.54768,,,
742,370523,中国,山东省,东营市,广饶县,,37.05359,118.40702,,,
743,370503,中国,山东省,东营市,河口区,,37.88624,118.52544,,,
744,371300,中国,山东省,临沂市,,临沂,35.08,118.33,118340,9290,
745,371329,中国,山东省,临沂市,临沭县,,34.91985,118.65063,,,
746,371302,中国,山东省,临沂市,兰山区,,35.05151,118.34787,,,
747,371324,中国,山东省,临沂市,兰陵县,,34.85729,118.07072,,,
748,371326,中国,山东省,临沂市,平邑县,,35.50587,117.64048,,,
749,371321,中国,山东省,临沂市,沂南县,,35.55001,118.46566,,,
750,371323,中国,山东省,临沂市,沂水县,,35.79034,118.62782,,,
751,371312,中国,山东省,临沂市,河东区,,35.08729,118.40184,,,
752,371311,中国,山东省,临沂市,罗庄区,,34.99636,118.28437,,,
753,371327,中国,山东省,临沂市,莒南县,,35.17486,118.83543,,,
754,371328,中国,山东省,临沂市,蒙阴县,,35.7101,117.94494,,,
755,371325,中国,山东省,临沂市,费县,,35.26659,117.97711,,,
756,371322,中国,山东省,临沂市,郯城县,,34.61357,118.36717,,,
757,371000,中国,山东省,威海市,,威海,37.5,122.1,147650,-20760,
758,371083,中国,山东省,威海市,乳山市,,36.92021,121.5402,,,
759,371081,中国,山东省,威海市,文登市,,37.19397,122.0581,,,
760,371002,中国,山东省,威海市,环翠区,,37.50212,122.12348,,,
761,371082,中国,山东省,威海市,荣成市,,37.16523,122.48628,,,
762,371400,中国,山东省,德州市,,德州,37.4504,116.3,98740,-15570,
763,371424,中国,山东省,德州市,临邑县,,37.18998,116.8666,,,
764,371481,中国,山东省,德州市,乐陵市,,37.72913,117.23065,,,
765,371427,中国,山东省,德州市,夏津县,,36.94856,116.00175,,,
766,371422,中国,山东省,德州市,宁津县,,37.65221,116.80023,,,
767,371426,中国,山东省,德州市,平原县,,37.16538,116.43395,,,
768,371423,中国,山东省,德州市,庆云县,,37.77528,117.38497,,,
769,371402,中国,山东省,德州市,德城区,,37.45079,116.29941,,,
770,371428,中国,山东省,德州市,武城县,,37.21317,116.06923,,,
771,371482,中国,山东省,德州市,禹城市,,36.93394,116.63813,,,
772,371421,中国,山东省,德州市,陵县,,37.33566,116.57634,,,
773,371425,中国,山东省,德州市,齐河县,,36.79492,116.76002,,,
774,371100,中国,山东省,日照市,,日照,35.4304,119.45,128450,4500,
775,371102,中国,山东省,日照市,东港区,,35.42545,119.46242,,,
776,371121,中国,山东省,日照市,五莲县,,35.75018,119.20875,,,
777,371103,中国,山东省,日照市,岚山区,,35.12206,119.31891,,,
778,371122,中国,山东省,日照市,莒县,,35.57997,118.83687,,,
779,370400,中国,山东省,枣庄市,,枣庄,34.88,117.57,109540,12830,
780,370405,中国,山东省,枣庄市,台儿庄区,,34.56261,117.73385,,,
781,370406,中国,山东省,枣庄市,山亭区,,35.09963,117.4613,,,
782,370404,中国,山东省,枣庄市,峄城区,,34.77228,117.59061,,,
783,370402,中国,山东省,枣庄市,市中区,,34.86426,117.55601,,,
784,370481,中国,山东省,枣庄市,滕州市,,35.11338,117.16596,,,
785,370403,中国,山东省,枣庄市,薛城区,,34.79502,117.2632,,,
786,370900,中国,山东省,泰安市,,泰安,36.2,117.1201,107070,-2290,
787,370923,中国,山东省,泰安市,东平县,,35.93708,116.47024,,,
788,370921,中国,山东省,泰安市,宁阳县,,35.75961,116.80727,,,
789,370911,中国,山东省,泰安市,岱岳区,,36.18752,117.0418,,,
790,370982,中国,山东省,泰安市,新泰市,,35.90878,117.768,,,
791,370902,中国,山东省,泰安市,泰山区,,36.19198,117.13526,,,
792,370983,中国,山东省,泰安市,肥城市,,36.18245,116.76917,,,
793,370100,中国,山东省,济南市,,济南,36.675,116.995,105170,-7110,
794,370102,中国,山东省,济南市,历下区,,36.66645,117.07641,,,
795,370112,中国,山东省,济南市,历城区,,36.68013,117.06533,,,
796,370126,中国,山东省,济南市,商河县,,37.30907,117.1571,,,
797,370105,中国,山东省,济南市,天桥区,,36.67789,116.98737,,,
798,370103,中国,山东省,济南市,市中区,,36.65118,116.99744,,,
799,370124,中国,山东省,济南市,平阴县,,36.28937,116.45599,,,
800,370104,中国,山东省,济南市,槐荫区,,36.65142,116.90084,,,
801,370125,中国,山东省,济南市,济阳县,,36.97847,117.17333,,,
802,370181,中国,山东省,济南市,章丘市,,36.68124,117.52627,,,
803,370113,中国,山东省,济南市,长清区,,36.55358,116.75199,,,
804,370800,中国,山东省,济宁市,,济宁,35.4004,116.55,102840,6570,
805,370811,中国,山东省,济宁市,任城区,,35.4082,116.59649,,,
806,370882,中国,山东省,济宁市,兖州市,,35.5526,116.7857,,,
807,370829,中国,山东省,济宁市,嘉祥县,,35.4075,116.34249,,,
808,370826,中国,山东省,济宁市,微山县,,34.80718,117.12886,,,
809,370881,中国,山东省,济宁市,曲阜市,,35.58082,116.98648,,,
810,370832,中国,山东省,济宁市,梁山县,,35.8024,116.09584,,,
811,370830,中国,山东省,济宁市,汶上县,,35.73281,116.48917,,,
812,370831,中国,山东省,济宁市,泗水县,,35.66471,117.25216,,,
813,370883,中国,山东省,济宁市,邹城市,,35.40522,117.00385,,,
814,370828,中国,山东省,济宁市,金乡县,,35.06661,116.31148,,,
815,370827,中国,山东省,济宁市,鱼台县,,35.01161,116.65046,,,
816,370300,中国,山东省,淄博市,,淄博,36.8,118.05,114210,-9590,
817,370305,中国,山东省,淄博市,临淄区,,36.82593,118.30971,,,
818,370304,中国,山东省,淄博市,博山区,,36.49473,117.86172,,,
819,370306,中国,山东省,淄博市,周村区,,36.80298,117.86974,,,
820,370303,中国,山东省,淄博市,张店区,,36.80661,118.0179,,,
821,370321,中国,山东省,淄博市,桓台县,,36.95933,118.09797,,,
822,370323,中国,山东省,淄博市,沂源县,,36.18488,118.17077,,,
823,370302,中国,山东省,淄博市,淄川区,,36.6435,117.96673,,,
824,370322,中国,山东省,淄博市,高青县,,37.17105,117.82675,,,
825,371600,中国,山东省,滨州市,,滨州,37.42726,118.02279,113580,-16350,
826,371625,中国,山东省,滨州市,博兴县,,37.15299,118.11096,,,
827,371621,中国,山东省,滨州市,惠民县,,37.48982,117.5092,,,
828,371623,中国,山东省,滨州市,无棣县,,37.76993,117.62577,,,
829,371603,中国,山东省,滨州市,沾化区,,37.70058,118.09882,,,
830,371602,中国,山东省,滨州市,滨城区,,37.42726,118.02279,,,
831,371626,中国,山东省,滨州市,邹平县,,36.86299,117.74309,,,
832,371622,中国,山东省,滨州市,阳信县,,37.64109,117.5782,,,
833,370700,中国,山东省,潍坊市,,潍坊,36.7204,119.1001,122910,-9310,
834,370724,中国,山东省,潍坊市,临朐县,,36.51231,118.543,,,
835,370704,中国,山东省,潍坊市,坊子区,,36.65458,119.16607,,,
836,370705,中国,山东省,潍坊市,奎文区,,36.70864,119.13279,,,
837,370784,中国,山东省,潍坊市,安丘市,,36.47842,119.21784,,,
838,370703,中国,山东省,潍坊市,寒亭区,,36.77506,119.21994,,,
839,370783,中国,山东省,潍坊市,寿光市,,36.85541,118.79098,,,
840,370725,中国,山东省,潍坊市,昌乐县,,36.70702,118.82984,,,
841,370786,中国,山东省,潍坊市,昌邑市,,36.85884,119.39862,,,
842,370702,中国,山东省,潍坊市,潍城区,,36.72667,119.02389,,,
843,370782,中国,山东省,潍坊市,诸城市,,35.99583,119.40983,,,
844,370781,中国,山东省,潍坊市,青州市,,36.68456,118.47966,,,
845,370785,中国,山东省,潍坊市,高密市,,36.38257,119.75568,,,
846,370600,中国,山东省,烟台市,,烟台,37.5304,121.4,141670,-20290,
847,370685,中国,山东省,烟台市,招远市,,37.35531,120.43421,,,
848,370686,中国,山东省,烟台市,栖霞市,,37.33505,120.84977,,,
849,370687,中国,山东省,烟台市,海阳市,,36.77645,121.15846,,,
850,370612,中国,山东省,烟台市,牟平区,,37.38683,121.60042,,,
851,370611,中国,山东省,烟台市,福山区,,37.49794,121.26757,,,
852,370602,中国,山东省,烟台市,芝罘区,,37.54061,121.40011,,,
853,370613,中国,山东省,烟台市,莱山区,,37.51104,121.44547,,,
854,370683,中国,山东省,烟台市,莱州市,,37.17702,119.94222,,,
855,370682,中国,山东省,烟台市,莱阳市,,36.97878,120.71181,,,
856,370684,中国,山东省,烟台市,蓬莱市,,37.81072,120.75882,,,
857,370634,中国,山东省,烟台市,长岛县,,37.92135,120.73645,,,
858,370681,中国,山东省,烟台市,龙口市,,37.64345,120.47872,,,
859,371500,中国,山东省,聊城市,,聊城,36.4304,115.97,96860,-4610,
860,371502,中国,山东省,聊城市,东昌府区,,36.43452,115.98847,,,
861,371524,中国,山东省,聊城市,东阿县,,36.33503,116.24773,,,
862,371581,中国,山东省,聊城市,临清市,,36.83834,115.70504,,,
863,371525,中国,山东省,聊城市,冠县,,36.48335,115.44263,,,
864,371523,中国,山东省,聊城市,茌平县,,36.58068,116.25522,,,
865,371522,中国,山东省,聊城市,莘县,,36.23361,115.67072,,,
866,371521,中国,山东省,聊城市,阳谷县,,36.11447,115.79131,,,
867,371526,中国,山东省,聊城市,高唐县,,36.86602,116.23111,,,
868,371200,中国,山东省,莱芜市,,莱芜,36.2004,117.66,111450,-2850,
869,371202,中国,山东省,莱芜市,莱城区,,36.20317,117.65992,,,
870,371203,中国,山东省,莱芜市,钢城区,,36.05866,117.81107,,,
871,371700,中国,山东省,菏泽市,,菏泽,35.23,115.45,93110,9260,
872,371728,中国,山东省,菏泽市,东明县,,35.28953,115.09016,,,
873,371722,中国,山东省,菏泽市,单县,,34.79438,116.08724,,,
874,371727,中国,山东省,菏泽市,定陶县,,35.07095,115.57298,,,
875,371724,中国,山东省,菏泽市,巨野县,,35.39633,116.09495,,,
876,371723,中国,山东省,菏泽市,成武县,,34.95245,115.88964,,,
877,371721,中国,山东省,菏泽市,曹县,,34.82553,115.54214,,,
878,371702,中国,山东省,菏泽市,牡丹区,,35.25141,115.41666,,,
879,371725,中国,山东省,菏泽市,郓城县,,35.59984,115.94364,,,
880,371726,中国,山东省,菏泽市,鄄城县,,35.5635,115.51005,,,
881,370200,中国,山东省,青岛市,,青岛,36.30744,120.39629,134810,-3650,
882,370282,中国,山东省,青岛市,即墨市,,36.38932,120.44715,,,
883,370214,中国,山东省,青岛市,城阳区,,36.30744,120.39629,,,
884,370212,中国,山东省,青岛市,崂山区,,36.10811,120.46803,,,
885,370203,中国,山东省,青岛市,市北区,,36.08743,120.37479,,,
886,370202,中国,山东省,青岛市,市南区,,36.07515,120.41283,,,
887,370283,中国,山东省,青岛市,平度市,,36.7867,119.95994,,,
888,370213,中国,山东省,青岛市,李沧区,,36.14508,120.43294,,,
889,370281,中国,山东省,青岛市,胶州市,,36.26445,120.03354,,,
890,370285,中国,山东省,青岛市,莱西市,,36.88808,120.51777,,,
891,370211,中国,山东省,青岛市,黄岛区,,35.95995,120.19653,,,
892,140000,中国,山西省,,,,37.87982942385603,112.56937550968271,,,
893,141000,中国,山西省,临汾市,,临汾,36.08329,111.57776,60570,790,
894,141029,中国,山西省,临汾市,乡宁县,,35.97053,110.84721,,,
895,141081,中国,山西省,临汾市,侯马市,,35.61908,111.37213,,,
896,141025,中国,山西省,临汾市,古县,,36.26661,111.9205,,,
897,141028,中国,山西省,临汾市,吉县,,36.09789,110.68162,,,
898,141030,中国,山西省,临汾市,大宁县,,36.46511,110.75285,,,
899,141026,中国,山西省,临汾市,安泽县,,36.14781,112.25013,,,
900,141002,中国,山西省,临汾市,尧都区,,36.08329,111.57776,,,
901,141021,中国,山西省,临汾市,曲沃县,,35.64105,111.4757,,,
902,141032,中国,山西省,临汾市,永和县,,36.75952,110.63198,,,
903,141034,中国,山西省,临汾市,汾西县,,36.65295,111.56365,,,
904,141024,中国,山西省,临汾市,洪洞县,,36.25374,111.67496,,,
905,141027,中国,山西省,临汾市,浮山县,,35.96802,111.84952,,,
906,141022,中国,山西省,临汾市,翼城县,,35.73823,111.71836,,,
907,141033,中国,山西省,临汾市,蒲县,,36.41179,111.09648,,,
908,141023,中国,山西省,临汾市,襄汾县,,35.87618,111.44189,,,
909,141031,中国,山西省,临汾市,隰县,,36.69344,110.94049,,,
910,141082,中国,山西省,临汾市,霍州市,,36.56879,111.75505,,,
911,141100,中国,山西省,吕梁市,,吕梁,37.51761,111.15081,57200,-14310,
912,141129,中国,山西省,吕梁市,中阳县,,37.3572,111.17953,,,
913,141124,中国,山西省,吕梁市,临县,,37.95106,110.99208,,,
914,141130,中国,山西省,吕梁市,交口县,,36.98217,111.18107,,,
915,141122,中国,山西省,吕梁市,交城县,,37.55165,112.15478,,,
916,141123,中国,山西省,吕梁市,兴县,,38.46242,111.1276,,,
917,141181,中国,山西省,吕梁市,孝义市,,37.14534,111.77903,,,
918,141127,中国,山西省,吕梁市,岚县,,38.27939,111.67195,,,
919,141121,中国,山西省,吕梁市,文水县,,37.43843,112.0285,,,
920,141128,中国,山西省,吕梁市,方山县,,37.8947,111.24396,,,
921,141125,中国,山西省,吕梁市,柳林县,,37.42902,110.88937,,,
922,141182,中国,山西省,吕梁市,汾阳市,,37.26542,111.78777,,,
923,141126,中国,山西省,吕梁市,石楼县,,36.99857,110.83469,,,
924,141102,中国,山西省,吕梁市,离石区,,37.51761,111.15081,,,
925,140200,中国,山西省,大同市,,大同,40.08,113.3,73380,-42900,
926,140211,中国,山西省,大同市,南郊区,,40.00543,113.14952,,,
927,140202,中国,山西省,大同市,城区,,40.06416,113.29315,,,
928,140227,中国,山西省,大同市,大同县,,40.04016,113.61217,,,
929,140222,中国,山西省,大同市,天镇县,,40.42031,114.0907,,,
930,140226,中国,山西省,大同市,左云县,,40.01349,112.70273,,,
931,140223,中国,山西省,大同市,广灵县,,39.7602,114.28257,,,
932,140212,中国,山西省,大同市,新荣区,,40.25585,113.14013,,,
933,140225,中国,山西省,大同市,浑源县,,39.69873,113.6908,,,
934,140224,中国,山西省,大同市,灵丘县,,39.44243,114.2342,,,
935,140203,中国,山西省,大同市,矿区,,40.00543,113.14952,,,
936,140221,中国,山西省,大同市,阳高县,,40.36627,113.75412,,,
937,140100,中国,山西省,太原市,,太原,37.875,112.5451,68630,-18560,
938,140109,中国,山西省,太原市,万柏林区,,37.85929,112.51562,,,
939,140181,中国,山西省,太原市,古交市,,37.90714,112.17588,,,
940,140123,中国,山西省,太原市,娄烦县,,38.0672,111.79745,,,
941,140105,中国,山西省,太原市,小店区,,37.73605,112.56566,,,
942,140108,中国,山西省,太原市,尖草坪区,,37.94036,112.48699,,,
943,140110,中国,山西省,太原市,晋源区,,37.71525,112.4777,,,
944,140107,中国,山西省,太原市,杏花岭区,,37.89403,112.57053,,,
945,140121,中国,山西省,太原市,清徐县,,37.60736,112.35885,,,
946,140106,中国,山西省,太原市,迎泽区,,37.8632,112.56346,,,
947,140122,中国,山西省,太原市,阳曲县,,38.05828,112.67292,,,
948,140900,中国,山西省,忻州市,,忻州,38.4104,112.72,69820,-24510,
949,140922,中国,山西省,忻州市,五台县,,38.72812,113.2554,,,
950,140928,中国,山西省,忻州市,五寨县,,38.91071,111.84701,,,
951,140923,中国,山西省,忻州市,代县,,39.06689,112.95996,,,
952,140931,中国,山西省,忻州市,保德县,,39.02265,111.08625,,,
953,140932,中国,山西省,忻州市,偏关县,,39.43613,111.50869,,,
954,140981,中国,山西省,忻州市,原平市,,38.73051,112.71092,,,
955,140925,中国,山西省,忻州市,宁武县,,39.00147,112.3045,,,
956,140921,中国,山西省,忻州市,定襄县,,38.47348,112.95722,,,
957,140929,中国,山西省,忻州市,岢岚县,,38.70427,111.57296,,,
958,140902,中国,山西省,忻州市,忻府区,,38.40429,112.74619,,,
959,140930,中国,山西省,忻州市,河曲县,,39.38456,111.13837,,,
960,140927,中国,山西省,忻州市,神池县,,39.09059,112.21077,,,
961,140924,中国,山西省,忻州市,繁峙县,,39.18904,113.26547,,,
962,140926,中国,山西省,忻州市,静乐县,,38.35924,111.93875,,,
963,140700,中国,山西省,晋中市,,晋中,37.69978,112.70746,70250,-16650,
964,140781,中国,山西省,晋中市,介休市,,37.0271,111.91672,,,
965,140723,中国,山西省,晋中市,和顺县,,37.32905,113.56972,,,
966,140726,中国,山西省,晋中市,太谷县,,37.42119,112.55126,,,
967,140725,中国,山西省,晋中市,寿阳县,,37.89498,113.17666,,,
968,140722,中国,山西省,晋中市,左权县,,37.08243,113.37926,,,
969,140728,中国,山西省,晋中市,平遥县,,37.18934,112.17557,,,
970,140724,中国,山西省,晋中市,昔阳县,,37.61282,113.70718,,,
971,140702,中国,山西省,晋中市,榆次区,,37.69978,112.70746,,,
972,140721,中国,山西省,晋中市,榆社县,,37.07084,112.97522,,,
973,140729,中国,山西省,晋中市,灵石县,,36.84788,111.77879,,,
974,140727,中国,山西省,晋中市,祁县,,37.35775,112.33507,,,
975,140500,中国,山西省,晋城市,,晋城,35.50154,112.85352,71510,6490,
976,140502,中国,山西省,晋城市,城区,,35.50154,112.85352,,,
977,140521,中国,山西省,晋城市,沁水县,,35.69015,112.1866,,,
978,140525,中国,山西省,晋城市,泽州县,,35.50043,112.94366,,,
979,140522,中国,山西省,晋城市,阳城县,,35.48618,112.41491,,,
980,140524,中国,山西省,晋城市,陵川县,,35.77512,113.28061,,,
981,140581,中国,山西省,晋城市,高平市,,35.79807,112.92358,,,
982,140600,中国,山西省,朔州市,,朔州,39.3004,112.42,66680,-34500,
983,140623,中国,山西省,朔州市,右玉县,,39.98913,112.46705,,,
984,140621,中国,山西省,朔州市,山阴县,,39.52625,112.81572,,,
985,140603,中国,山西省,朔州市,平鲁区,,39.51238,112.28832,,,
986,140622,中国,山西省,朔州市,应县,,39.55434,113.19093,,,
987,140624,中国,山西省,朔州市,怀仁县,,39.82788,113.10012,,,
988,140602,中国,山西省,朔州市,朔城区,,39.31918,112.43314,,,
989,140800,中国,山西省,运城市,,运城,35.01505,110.99817,56240,12030,
990,140822,中国,山西省,运城市,万荣县,,35.41534,110.83781,,,
991,140821,中国,山西省,运城市,临猗县,,35.14471,110.77408,,,
992,140827,中国,山西省,运城市,垣曲县,,35.29762,111.67025,,,
993,140828,中国,山西省,运城市,夏县,,35.14136,111.22031,,,
994,140829,中国,山西省,运城市,平陆县,,34.83467,111.19474,,,
995,140825,中国,山西省,运城市,新绛县,,35.61622,111.2247,,,
996,140881,中国,山西省,运城市,永济市,,34.86716,110.44773,,,
997,140882,中国,山西省,运城市,河津市,,35.59643,110.71186,,,
998,140802,中国,山西省,运城市,盐湖区,,35.01505,110.99817,,,
999,140824,中国,山西省,运城市,稷山县,,35.60401,110.98311,,,
1000,140826,中国,山西省,运城市,绛县,,35.61622,111.2247,,,
1001,140830,中国,山西省,运城市,芮城县,,34.69365,110.69442,,,
1002,140823,中国,山西省,运城市,闻喜县,,35.35663,111.22472,,,
1003,140400,中国,山西省,长治市,,长治,36.1839,113.1053,73590,-930,
1004,140402,中国,山西省,长治市,城区,,36.20346,113.12303,,,
1005,140427,中国,山西省,长治市,壶关县,,36.11567,113.20733,,,
1006,140424,中国,山西省,长治市,屯留县,,36.31553,112.89221,,,
1007,140425,中国,山西省,长治市,平顺县,,36.20006,113.43606,,,
1008,140429,中国,山西省,长治市,武乡县,,36.8378,112.86387,,,
1009,140430,中国,山西省,长治市,沁县,,36.75608,112.69907,,,
1010,140431,中国,山西省,长治市,沁源县,,36.5001,112.33762,,,
1011,140481,中国,山西省,长治市,潞城市,,36.33418,113.22893,,,
1012,140423,中国,山西省,长治市,襄垣县,,36.53581,113.05306,,,
1013,140411,中国,山西省,长治市,郊区,,36.22434,113.11185,,,
1014,140428,中国,山西省,长治市,长子县,,36.12222,112.87795,,,
1015,140421,中国,山西省,长治市,长治县,,36.05312,113.05135,,,
1016,140426,中国,山西省,长治市,黎城县,,36.50227,113.38722,,,
1017,140300,中国,山西省,阳泉市,,阳泉,37.87,113.57,76820,-18560,
1018,140302,中国,山西省,阳泉市,城区,,37.84739,113.60075,,,
1019,140321,中国,山西省,阳泉市,平定县,,37.78685,113.65804,,,
1020,140322,中国,山西省,阳泉市,盂县,,38.0858,113.41238,,,
1021,140303,中国,山西省,阳泉市,矿区,,37.86851,113.5553,,,
1022,140311,中国,山西省,阳泉市,郊区,,37.94135,113.58515,,,
1023,440000,中国,广东省,,,,23.13794855653905,113.27242891272826,,,
1024,441900,中国,广东省,东莞市,,东莞,23.02067,113.75179,85290,138850,
1025,442000,中国,广东省,中山市,,中山,22.51595,113.3926,81990,143950,
1026,445300,中国,广东省,云浮市,,云浮,22.91525,112.04453,68560,140630,
1027,445302,中国,广东省,云浮市,云城区,,22.92797,112.04373,,,
1028,445303,中国,广东省,云浮市,云安区,,23.07101,112.00324,,,
1029,445321,中国,广东省,云浮市,新兴县,,22.69573,112.22536,,,
1030,445381,中国,广东省,云浮市,罗定市,,22.7683,111.57004,,,
1031,445322,中国,广东省,云浮市,郁南县,,23.23464,111.53536,,,
1032,440600,中国,广东省,佛山市,,佛山,23.02185,113.12192,79080,139040,
1033,440607,中国,广东省,佛山市,三水区,,23.15623,112.89629,,,
1034,440605,中国,广东省,佛山市,南海区,,23.02882,113.14278,,,
1035,440604,中国,广东省,佛山市,禅城区,,23.00944,113.12249,,,
1036,440606,中国,广东省,佛山市,顺德区,,22.80536,113.29321,,,
1037,440608,中国,广东省,佛山市,高明区,,22.90026,112.89262,,,
1038,440100,中国,广东省,广州市,,广州,23.145,113.325,80460,137940,
1039,440117,中国,广东省,广州市,从化区,,23.54835,113.58646,,,
1040,440115,中国,广东省,广州市,南沙区,,22.80169,113.52497,,,
1041,440118,中国,广东省,广州市,增城区,,23.26093,113.8109,,,
1042,440106,中国,广东省,广州市,天河区,,23.12463,113.36199,,,
1043,440105,中国,广东省,广州市,海珠区,,23.08331,113.3172,,,
1044,440113,中国,广东省,广州市,番禺区,,22.93772,113.38424,,,
1045,440111,中国,广东省,广州市,白云区,,23.15792,113.27324,,,
1046,440114,中国,广东省,广州市,花都区,,23.40391,113.22026,,,
1047,440103,中国,广东省,广州市,荔湾区,,23.12586,113.24428,,,
1048,440104,中国,广东省,广州市,越秀区,,23.12901,113.2668,,,
1049,440112,中国,广东省,广州市,黄埔区,,23.18139,113.48067,,,
1050,441300,中国,广东省,惠州市,,惠州,23.08,114.4,91850,137530,
1051,441322,中国,广东省,惠州市,博罗县,,23.17315,114.28973,,,
1052,441323,中国,广东省,惠州市,惠东县,,22.98486,114.71999,,,
1053,441302,中国,广东省,惠州市,惠城区,,23.08383,114.38273,,,
1054,441303,中国,广东省,惠州市,惠阳区,,22.78851,114.45646,,,
1055,441324,中国,广东省,惠州市,龙门县,,23.72763,114.25486,,,
1056,445200,中国,广东省,揭阳市,,揭阳,23.54972,116.37271,110800,132280,
1057,445224,中国,广东省,揭阳市,惠来县,,23.03321,116.29511,,,
1058,445221,中国,广东省,揭阳市,揭东县,,23.56606,116.41211,,,
1059,445222,中国,广东省,揭阳市,揭西县,,23.43141,115.84189,,,
1060,445281,中国,广东省,揭阳市,普宁市,,23.29736,116.16569,,,
1061,445202,中国,广东省,揭阳市,榕城区,,23.52486,116.36692,,,
1062,441400,中国,广东省,梅州市,,梅州,24.3005,116.12,107980,124900,
1063,441423,中国,广东省,梅州市,丰顺县,,23.73945,116.18225,,,
1064,441424,中国,广东省,梅州市,五华县,,23.93254,115.77609,,,
1065,441481,中国,广东省,梅州市,兴宁市,,24.1365,115.73119,,,
1066,441422,中国,广东省,梅州市,大埔县,,24.34792,116.6952,,,
1067,441426,中国,广东省,梅州市,平远县,,24.56632,115.89112,,,
1068,441421,中国,广东省,梅州市,梅县,,24.26539,116.08245,,,
1069,441402,中国,广东省,梅州市,梅江区,,24.30996,116.11699,,,
1070,441427,中国,广东省,梅州市,蕉岭县,,24.65861,116.17123,,,
1071,440500,中国,广东省,汕头市,,汕头,23.37,116.67,113910,134060,
1072,440523,中国,广东省,汕头市,南澳县,,23.42178,117.02348,,,
1073,440514,中国,广东省,汕头市,潮南区,,23.25029,116.4331,,,
1074,440513,中国,广东省,汕头市,潮阳区,,23.26489,116.60157,,,
1075,440515,中国,广东省,汕头市,澄海区,,23.46613,116.75608,,,
1076,440512,中国,广东省,汕头市,濠江区,,23.28592,116.72664,,,
1077,440511,中国,广东省,汕头市,金平区,,23.36525,116.7054,,,
1078,440507,中国,广东省,汕头市,龙湖区,,23.37246,116.71677,,,
1079,441500,中国,广东省,汕尾市,,汕尾,22.78566,115.37514,101390,140360,
1080,441502,中国,广东省,汕尾市,城区,,22.7787,115.36502,,,
1081,441521,中国,广东省,汕尾市,海丰县,,22.96657,115.32341,,,
1082,441581,中国,广东省,汕尾市,陆丰市,,22.94511,115.64462,,,
1083,441523,中国,广东省,汕尾市,陆河县,,23.30148,115.65996,,,
1084,440700,中国,广东省,江门市,,江门,22.5804,113.08,78940,143510,
1085,440781,中国,广东省,江门市,台山市,,22.25156,112.7939,,,
1086,440783,中国,广东省,江门市,开平市,,22.37638,112.69851,,,
1087,440785,中国,广东省,江门市,恩平市,,22.18294,112.30532,,,
1088,440705,中国,广东省,江门市,新会区,,22.45877,113.03231,,,
1089,440704,中国,广东省,江门市,江海区,,22.56028,113.11103,,,
1090,440703,中国,广东省,江门市,蓬江区,,22.59514,113.07845,,,
1091,440784,中国,广东省,江门市,鹤山市,,22.7653,112.96436,,,
1092,441600,中国,广东省,河源市,,河源,23.7304,114.68,94270,131040,
1093,441625,中国,广东省,河源市,东源县,,23.78856,114.74625,,,
1094,441624,中国,广东省,河源市,和平县,,24.44201,114.93872,,,
1095,441602,中国,广东省,河源市,源城区,,23.73417,114.70246,,,
1096,441621,中国,广东省,河源市,紫金县,,23.63532,115.18398,,,
1097,441623,中国,广东省,河源市,连平县,,24.36956,114.48865,,,
1098,441622,中国,广东省,河源市,龙川县,,24.10014,115.25984,,,
1099,440300,中国,广东省,深圳市,,深圳,22.5524,114.1221,87640,143070,
1100,440305,中国,广东省,深圳市,南山区,,22.53332,113.93041,,,
1101,440306,中国,广东省,深圳市,宝安区,,22.55329,113.88308,,,
1102,440308,中国,广东省,深圳市,盐田区,,22.557,114.23679,,,
1103,440304,中国,广东省,深圳市,福田区,,22.52291,114.05454,,,
1104,440303,中国,广东省,深圳市,罗湖区,,22.54836,114.13166,,,
