,day,province,susceptics,exposed,infected,recover,from_lat,from_lon
0,0.0,上海,24239999.999869492,0.00013050941658272774,0.0,0.0,31.6229,121.54409
1,0.0,云南,48299999.99996439,3.5609620550954885e-05,0.0,0.0,25.904379999999996,102.30507500000002
2,0.0,内蒙古,25339999.999897763,0.00010223557875950648,0.0,0.0,,
3,0.0,北京,21539999.99983114,0.00016886153696805812,0.0,0.0,40.45678,117.12141000000001
4,0.0,吉林,27039999.999999706,2.943893459523407e-07,0.0,0.0,43.973112500000006,126.18114
5,0.0,四川,83409999.99982357,0.0001764272375866149,0.0,0.0,30.53237777777778,105.2965627777778
6,0.0,天津,15599999.99996887,3.113034053743451e-05,0.0,0.0,40.045770000000005,117.82478
7,0.0,宁夏,6879999.999832645,0.00016735475791110365,0.0,0.0,,
8,0.0,安徽,63239999.99969642,0.0003035791752847728,0.0,0.0,32.297855625000004,117.78378999999998
9,0.0,山东,100469999.99991697,8.302971954706776e-05,0.0,0.0,36.72984058823529,118.55807705882354
10,0.0,山西,37179999.999981835,1.8166687118472202e-05,0.0,0.0,37.94250727272727,113.0517218181818
11,0.0,广东,113459999.99963748,0.0003625227227851952,0.0,0.0,23.33513857142857,114.03101857142859
12,0.0,广西,49259999.999931104,6.889775618725703e-05,0.0,0.0,,
13,0.0,新疆,24869999.999992013,7.988721852290011e-06,0.0,0.0,,
14,0.0,江苏,80509999.99979794,0.00020206561330403917,0.0,0.0,33.117227692307694,119.85052999999999
15,0.0,江西,46479999.99957522,0.00042478203711340215,0.0,0.0,28.422473636363634,116.2816772727273
16,0.0,河北,75559999.99989404,0.00010595916395470678,0.0,0.0,39.43456181818181,116.94264636363637
17,0.0,河南,96049999.99895889,0.001041107976717931,0.0,0.0,34.62354470588235,114.39410823529411
18,0.0,浙江,57369999.99983663,0.0001633684594760859,0.0,0.0,30.10409363636364,120.86088727272727
19,0.0,海南,9339999.999975076,2.4924587892513097e-05,0.0,0.0,19.191874285714285,110.12555857142857
20,0.0,湖北,59169981.999553435,88.00044656493327,28.65,1.35,31.060170000000003,113.48653125000003
21,0.0,湖南,68989999.99912909,0.0008709095030589834,0.0,0.0,28.16187230769231,112.56216384615384
22,0.0,甘肃,26369999.99998513,1.4869770005070138e-05,0.0,0.0,37.30401,103.87728333333332
23,0.0,福建,39409999.99987157,0.00012843178205171536,0.0,0.0,26.142049999999998,118.73027333333334
24,0.0,西藏,3439999.9999104855,8.951438926483015e-05,0.0,0.0,,
25,0.0,贵州,35999999.9999494,5.0596996477944906e-05,0.0,0.0,27.496083333333335,107.00552
26,0.0,辽宁,43589999.99998805,1.1952300314348486e-05,0.0,0.0,41.50919357142857,123.15024785714284
27,0.0,重庆,31019999.999457963,0.0005420376864221734,0.0,0.0,31.947670000000002,109.8788
28,0.0,陕西,38639999.999814585,0.00018541825784688189,0.0,0.0,35.282599000000005,109.596947
29,0.0,青海,6029999.999898859,0.00010114036786209229,0.0,0.0,36.88553,102.31702999999999
30,0.0,黑龙江,37729999.99998314,1.6862477877302686e-05,0.0,0.0,47.34939249999999,130.2335575
31,1.0,上海,24239999.99949558,0.00047831701177368405,2.610188331654555e-05,0.0,31.6229,121.54409
32,1.0,云南,48299999.99986237,0.00013050925931917443,7.121924110190977e-06,0.0,25.904379999999996,102.30507500000002
33,1.0,内蒙古,25339999.99960486,0.00037469339615240943,2.04471157519013e-05,0.0,,
34,1.0,北京,21539999.99934735,0.0006188775329841403,3.3772307393611624e-05,0.0,40.45678,117.12141000000001
35,1.0,吉林,27039999.999998864,1.0789369529153196e-06,5.887786919046815e-08,0.0,43.973112500000006,126.18114
36,1.0,四川,83409999.99931811,0.0006466058257538743,3.528544751732298e-05,0.0,30.53237777777778,105.2965627777778
37,1.0,天津,15599999.99987968,0.0001140926980695195,6.2260681074869025e-06,0.0,40.045770000000005,117.82478
38,1.0,宁夏,6879999.999353174,0.0006133551877325318,3.347095158222073e-05,0.0,,
39,1.0,安徽,63239999.99882667,0.001112617677414517,6.0715835056954565e-05,0.0,32.297855625000004,117.78378999999998
40,1.0,山东,100469999.99967909,0.0003043039221398067,1.6605943909413553e-05,0.0,36.72984058823529,118.55807705882354
41,1.0,山西,37179999.999929786,6.65809082891752e-05,3.6333374236944407e-06,0.0,37.94250727272727,113.0517218181818
42,1.0,广东,113459999.99859886,0.0013286457790044218,7.250454455703904e-05,0.0,23.33513857142857,114.03101857142859
43,1.0,广西,49259999.99973371,0.00025251027642602097,1.3779551237451408e-05,0.0,,
44,1.0,新疆,24869999.999969125,2.927866558863554e-05,1.5977443704580023e-06,0.0,,
45,1.0,江苏,80509999.99921902,0.0007405704727578506,4.0413122660807835e-05,0.0,33.117227692307694,119.85052999999999
46,1.0,江西,46479999.99835822,0.0015568261660094968,8.495640742268044e-05,0.0,28.422473636363634,116.2816772727273
47,1.0,河北,75559999.99959047,0.00038834033589357466,2.119183279094136e-05,0.0,39.43456181818181,116.94264636363637
48,1.0,河南,96049999.9959761,0.0038156607346388864,0.00020822159534358622,0.0,34.62354470588235,114.39410823529411
49,1.0,浙江,57369999.99936858,0.000598745403978522,3.267369189521718e-05,0.0,30.10409363636364,120.86088727272727
50,1.0,海南,9339999.999903668,9.134861462586993e-05,4.9849175785026195e-06,0.0,19.191874285714285,110.12555857142857
51,1.0,湖北,59169959.078277126,93.32163356126627,42.38233931298665,5.2177500000000006,31.060170000000003,113.48653125000003
52,1.0,湖南,68989999.99663393,0.0031918833286796755,0.00017418190061179668,0.0,28.16187230769231,112.56216384615384
