,day,susceptics,exposed,infected,recover,province_y,province_en
2112,68,27039998,1,0,0,吉林省,Jilin
2113,68,83409821,100,45,33,四川省,Sichuan
2114,68,15599977,12,5,4,天津市,Tianjin
2115,68,6879998,0,0,0,宁夏回族自治区,Ningxia
2116,68,63239712,161,72,53,安徽省,Anhui
2117,68,100469923,43,19,14,山东省,Shandong
2118,68,37179977,12,5,4,山西省,Shanxi
2119,68,113459720,155,70,52,广东省,Guangdong
2120,68,49259931,38,17,12,广西壮族自治区,Guangxi
2121,68,24869995,2,1,0,新疆维吾尔自治区,Xinjiang
2122,68,80509823,98,44,32,江苏省,Jiangsu
2123,68,46479597,224,101,75,江西省,Jiangxi
2124,68,75559887,63,28,20,河北省,Hebei
2125,68,96049123,487,222,166,河南省,Henan
2126,68,57369860,77,35,26,浙江省,Zhejiang
2127,68,9339979,11,5,3,海南省,Hainan
2128,68,59136060,17924,8683,7330,湖北省,Hubei
2129,68,68989222,432,197,147,湖南省,Hunan
2130,68,26369991,4,2,1,甘肃省,Gansu
2131,68,39409893,59,26,20,福建省,Fujian
2132,68,3439998,0,0,0,西藏自治区,Tibet
2133,68,35999955,25,11,8,贵州省,Guizhou
2134,68,43589987,7,3,2,辽宁省,Liaoning
2135,68,31019566,241,109,82,重庆声,Chongqing
2136,68,38639843,87,39,29,陕西省,Shaanxi
2137,68,6029999,0,0,0,青海省,Qinghai
2138,68,37729982,9,4,3,黑龙江省,Heilongjiang
2139,69,24239882,65,29,22,上海市,Shanghai
2140,69,48299956,24,10,8,云南省,Yunnan
2141,69,25339995,2,1,0,内蒙古自治区,Inner Mongolia
2142,69,21539857,79,36,26,北京市,Beijing
2143,69,27039997,1,0,0,吉林省,Jilin
2144,69,83409788,118,53,39,四川省,Sichuan
2145,69,15599973,15,6,4,天津市,Tianjin
2146,69,6879998,1,0,0,宁夏回族自治区,Ningxia
2147,69,63239660,190,86,63,安徽省,Anhui
2148,69,100469909,51,23,16,山东省,Shandong
2149,69,37179973,15,6,4,山西省,Shanxi
2150,69,113459670,183,83,62,广东省,Guangdong
2151,69,49259919,45,20,14,广西壮族自治区,Guangxi
2152,69,24869995,2,1,0,新疆维吾尔自治区,Xinjiang
2153,69,80509791,116,52,38,江苏省,Jiangsu
2154,69,46479525,264,120,89,江西省,Jiangxi
2155,69,75559866,74,33,24,河北省,Hebei
2156,69,96048967,574,262,196,河南省,Henan
2157,69,57369835,91,41,30,浙江省,Zhejiang
2158,69,9339976,13,6,4,海南省,Hainan
2159,69,59130635,20789,10072,8503,湖北省,Hubei
2160,69,68989083,509,232,174,湖南省,Hunan
2161,69,26369989,5,2,1,甘肃省,Gansu
2162,69,39409874,69,31,23,福建省,Fujian
2163,69,3439998,0,0,0,西藏自治区,Tibet
2164,69,35999946,29,13,9,贵州省,Guizhou
2165,69,43589985,8,3,2,辽宁省,Liaoning
2166,69,31019489,283,129,97,重庆声,Chongqing
2167,69,38639815,102,46,35,陕西省,Shaanxi
2168,69,6029999,0,0,0,青海省,Qinghai
2169,69,37729979,11,5,3,黑龙江省,Heilongjiang
2170,70,24239861,77,34,26,上海市,Shanghai
2171,70,48299949,28,12,9,云南省,Yunnan
2172,70,25339994,3,1,1,内蒙古自治区,Inner Mongolia
2173,70,21539831,93,42,31,北京市,Beijing
2174,70,27039997,1,0,0,吉林省,Jilin
2175,70,83409750,140,63,46,四川省,Sichuan
2176,70,15599968,17,8,5,天津市,Tianjin
2177,70,6879997,1,0,0,宁夏回族自治区,Ningxia
2178,70,63239598,224,101,75,安徽省,Anhui
2179,70,100469892,60,27,19,山东省,Shandong
2180,70,37179968,17,7,5,山西省,Shanxi
2181,70,113459611,216,98,73,广东省,Guangdong
2182,70,49259904,54,24,17,广西壮族自治区,Guangxi
2183,70,24869994,3,1,1,新疆维吾尔自治区,Xinjiang
2184,70,80509754,137,62,46,江苏省,Jiangsu
2185,70,46479440,311,141,105,江西省,Jiangxi
2186,70,75559842,88,39,29,河北省,Hebei
2187,70,96048783,675,308,231,河南省,Henan
2188,70,57369806,108,49,36,浙江省,Zhejiang
2189,70,9339971,15,7,5,海南省,Hainan
2190,70,59124342,24112,11682,9863,湖北省,Hubei
2191,70,68988920,600,274,205,湖南省,Hunan
2192,70,26369987,6,3,2,甘肃省,Gansu
2193,70,39409852,82,37,27,福建省,Fujian
2194,70,3439998,0,0,0,西藏自治区,Tibet
2195,70,35999937,35,15,11,贵州省,Guizhou
2196,70,43589982,9,4,3,辽宁省,Liaoning
2197,70,31019398,334,152,114,重庆声,Chongqing
2198,70,38639782,121,55,41,陕西省,Shaanxi
2199,70,6029998,0,0,0,青海省,Qinghai
2200,70,37729975,13,6,4,黑龙江省,Heilongjiang
2201,71,24239837,90,41,30,上海市,Shanghai
2202,71,48299940,33,15,11,云南省,Yunnan
2203,71,25339993,3,1,1,内蒙古自治区,Inner Mongolia
2204,71,21539801,110,50,37,北京市,Beijing
2205,71,27039996,1,0,0,吉林省,Jilin
2206,71,83409704,165,74,54,四川省,Sichuan
2207,71,15599962,21,9,6,天津市,Tianjin
2208,71,6879997,1,0,0,宁夏回族自治区,Ningxia
2209,71,63239526,264,119,89,安徽省,Anhui
2210,71,100469873,71,32,23,山东省,Shandong
2211,71,37179962,21,9,6,山西省,Shanxi
2212,71,113459542,254,116,87,广东省,Guangdong
2213,71,49259886,64,28,20,广西壮族自治区,Guangxi
2214,71,24869993,3,1,1,新疆维吾尔自治区,Xinjiang
2215,71,80509709,162,73,54,江苏省,Jiangsu
2216,71,46479341,366,167,125,江西省,Jiangxi
2217,71,75559813,104,47,34,河北省,Hebei
2218,71,96048567,795,363,273,河南省,Henan
2219,71,57369771,127,57,43,浙江省,Zhejiang
2220,71,9339966,18,8,6,海南省,Hainan
2221,71,59117044,27965,13549,11440,湖北省,Hubei
2222,71,68988728,706,322,242,湖南省,Hunan
2223,71,26369985,8,3,2,甘肃省,Gansu
2224,71,39409826,96,44,32,福建省,Fujian
2225,71,3439998,0,0,0,西藏自治区,Tibet
2226,71,35999925,41,18,13,贵州省,Guizhou
2227,71,43589979,11,5,3,辽宁省,Liaoning
2228,71,31019291,393,179,135,重庆声,Chongqing
2229,71,38639743,142,65,48,陕西省,Shaanxi
2230,71,6029998,0,0,0,青海省,Qinghai
2231,71,37729971,16,7,5,黑龙江省,Heilongjiang
2232,72,24239807,107,48,36,上海市,Shanghai
2233,72,48299929,39,17,13,云南省,Yunnan
2234,72,25339991,4,2,1,内蒙古自治区,Inner Mongolia
2235,72,21539766,130,59,44,北京市,Beijing
2236,72,27039996,2,0,0,吉林省,Jilin
2237,72,83409651,195,88,65,四川省,Sichuan
2238,72,15599955,25,11,8,天津市,Tianjin
2239,72,6879996,1,0,0,宁夏回族自治区,Ningxia
2240,72,63239441,311,141,105,安徽省,Anhui
2241,72,100469849,84,37,27,山东省,Shandong
2242,72,37179955,24,11,8,山西省,Shanxi
2243,72,113459460,299,136,102,广东省,Guangdong
2244,72,49259865,75,33,24,广西壮族自治区,Guangxi
2245,72,24869991,4,2,1,新疆维吾尔自治区,Xinjiang
2246,72,80509657,191,86,64,江苏省,Jiangsu
2247,72,46479223,431,196,147,江西省,Jiangxi
2248,72,75559779,123,55,40,河北省,Hebei
2249,72,96048313,936,428,322,河南省,Henan
2250,72,57369730,150,68,51,浙江省,Zhejiang
2251,72,9339960,21,9,7,海南省,Hainan
2252,72,59108581,32433,15715,13269,湖北省,Hubei
2253,72,68988502,831,380,286,湖南省,Hunan
2254,72,26369983,9,4,3,甘肃省,Gansu
2255,72,39409795,113,51,38,福建省,Fujian
2256,72,3439997,1,0,0,西藏自治区,Tibet
2257,72,35999911,49,22,16,贵州省,Guizhou
2258,72,43589975,13,6,4,辽宁省,Liaoning
2259,72,31019166,462,211,159,重庆声,Chongqing
2260,72,38639697,167,76,57,陕西省,Shaanxi
2261,72,6029998,0,0,0,青海省,Qinghai
2262,72,37729966,18,8,6,黑龙江省,Heilongjiang
2263,73,24239773,126,57,42,上海市,Shanghai
2264,73,48299916,46,21,15,云南省,Yunnan
2265,73,25339990,5,2,1,内蒙古自治区,Inner Mongolia
2266,73,21539724,153,69,52,北京市,Beijing
2267,73,27039995,2,1,0,吉林省,Jilin
2268,73,83409587,230,104,76,四川省,Sichuan
2269,73,15599947,29,13,9,天津市,Tianjin
2270,73,6879996,2,0,0,宁夏回族自治区,Ningxia
2271,73,63239341,367,166,124,安徽省,Anhui
2272,73,100469822,99,44,33,山东省,Shandong
2273,73,37179947,29,13,9,山西省,Shanxi
2274,73,113459364,352,161,121,广东省,Guangdong
2275,73,49259840,89,40,29,广西壮族自治区,Guangxi
2276,73,24869990,5,2,1,新疆维吾尔自治区,Xinjiang
2277,73,80509596,225,102,76,江苏省,Jiangsu
2278,73,46479085,508,232,174,江西省,Jiangxi
2279,73,75559739,146,65,48,河北省,Hebei
2280,73,96048014,1101,504,380,河南省,Henan
2281,73,57369682,176,80,60,浙江省,Zhejiang
2282,73,9339953,25,11,8,海南省,Hainan
2283,73,59098766,37615,18227,15390,湖北省,Hubei
2284,73,68988237,977,447,337,湖南省,Hunan
2285,73,26369980,11,5,3,甘肃省,Gansu
2286,73,39409758,134,61,45,福建省,Fujian
2287,73,3439997,1,0,0,西藏自治区,Tibet
2288,73,35999895,58,26,19,贵州省,Guizhou
2289,73,43589970,16,7,5,辽宁省,Liaoning
2290,73,31019018,543,249,188,重庆声,Chongqing
2291,73,38639644,197,90,68,陕西省,Shaanxi
2292,73,6029998,1,0,0,青海省,Qinghai
2293,73,37729960,22,10,7,黑龙江省,Heilongjiang
2294,74,24239733,148,67,50,上海市,Shanghai
2295,74,48299901,55,24,18,云南省,Yunnan
2296,74,25339988,6,2,2,内蒙古自治区,Inner Mongolia
2297,74,21539675,180,82,61,北京市,Beijing
2298,74,27039994,3,1,0,吉林省,Jilin
2299,74,83409513,272,123,91,四川省,Sichuan
2300,74,15599937,34,15,11,天津市,Tianjin
2301,74,6879995,2,1,0,宁夏回族自治区,Ningxia
2302,74,63239223,432,196,146,安徽省,Anhui
2303,74,100469790,117,52,39,山东省,Shandong
2304,74,37179937,34,15,11,山西省,Shanxi
2305,74,113459252,414,189,143,广东省,Guangdong
2306,74,49259811,106,47,34,广西壮族自治区,Guangxi
2307,74,24869988,6,2,2,新疆维吾尔自治区,Xinjiang
2308,74,80509523,265,120,89,江苏省,Jiangsu
2309,74,46478922,598,273,205,江西省,Jiangxi
2310,74,75559692,172,77,57,河北省,Hebei
2311,74,96047663,1295,593,448,河南省,Henan
2312,74,57369625,208,94,71,浙江省,Zhejiang
2313,74,9339945,30,13,10,海南省,Hainan
2314,74,59087385,43623,21140,17851,湖北省,Hubei
2315,74,68987925,1150,526,397,湖南省,Hunan
2316,74,26369976,13,5,4,甘肃省,Gansu
2317,74,39409715,157,72,54,福建省,Fujian
2318,74,3439997,1,0,0,西藏自治区,Tibet
2319,74,35999876,69,31,22,贵州省,Guizhou
2320,74,43589965,19,8,6,辽宁省,Liaoning
2321,74,31018845,639,293,221,重庆声,Chongqing
2322,74,38639581,232,106,80,陕西省,Shaanxi
2323,74,6029997,1,0,0,青海省,Qinghai
2324,74,37729952,26,11,8,黑龙江省,Heilongjiang
2325,75,24239685,175,79,59,上海市,Shanghai
2326,75,48299883,64,29,21,云南省,Yunnan
2327,75,25339986,7,3,2,内蒙古自治区,Inner Mongolia
2328,75,21539617,212,97,72,北京市,Beijing
2329,75,27039993,3,1,1,吉林省,Jilin
2330,75,83409425,321,145,107,四川省,Sichuan
2331,75,15599926,41,18,13,天津市,Tianjin
2332,75,6879994,3,1,1,宁夏回族自治区,Ningxia
2333,75,63239084,509,232,173,安徽省,Anhui
2334,75,100469752,138,62,46,山东省,Shandong
2335,75,37179926,41,18,13,山西省,Shanxi
2336,75,113459119,488,223,168,广东省,Guangdong
2337,75,49259777,125,56,40,广西壮族自治区,Guangxi
2338,75,24869986,7,3,2,新疆维吾尔自治区,Xinjiang
2339,75,80509438,313,142,106,江苏省,Jiangsu
2340,75,46478731,704,321,242,江西省,Jiangxi
2341,75,75559636,203,91,67,河北省,Hebei
2342,75,96047250,1523,698,528,河南省,Henan
2343,75,57369559,245,111,83,浙江省,Zhejiang
2344,75,9339936,35,16,12,海南省,Hainan
2345,75,59074187,50589,24518,20705,湖北省,Hubei
2346,75,68987558,1352,619,469,湖南省,Hunan
2347,75,26369972,15,7,5,甘肃省,Gansu
2348,75,39409665,185,84,63,福建省,Fujian
2349,75,3439996,1,0,0,西藏自治区,Tibet
2350,75,35999854,81,36,26,贵州省,Guizhou
2351,75,43589959,22,10,7,辽宁省,Liaoning
2352,75,31018641,752,344,261,重庆声,Chongqing
2353,75,38639506,273,125,94,陕西省,Shaanxi
2354,75,6029997,1,0,0,青海省,Qinghai
2355,75,37729944,31,14,10,黑龙江省,Heilongjiang
2356,76,24239629,206,93,70,上海市,Shanghai
2357,76,48299862,76,34,25,云南省,Yunnan
2358,76,25339983,9,4,2,内蒙古自治区,Inner Mongolia
2359,76,21539549,250,114,86,北京市,Beijing
2360,76,27039992,4,1,1,吉林省,Jilin
2361,76,83409321,379,171,127,四川省,Sichuan
2362,76,15599913,48,21,16,天津市,Tianjin
2363,76,6879993,3,1,1,宁夏回族自治区,Ningxia
2364,76,63238921,600,273,204,安徽省,Anhui
2365,76,100469708,163,73,54,山东省,Shandong
2366,76,37179913,48,21,16,山西省,Shanxi
2367,76,113458963,574,263,198,广东省,Guangdong
2368,76,49259736,148,66,48,广西壮族自治区,Guangxi
2369,76,24869984,8,3,2,新疆维吾尔自治区,Xinjiang
2370,76,80509337,369,167,125,江苏省,Jiangsu
2371,76,46478506,828,379,285,江西省,Jiangxi
2372,76,75559570,240,108,80,河北省,Hebei
2373,76,96046764,1791,821,622,河南省,Henan
2374,76,57369480,288,131,99,浙江省,Zhejiang
2375,76,9339924,41,19,14,海南省,Hainan
2376,76,59058883,58665,28435,24015,湖北省,Hubei
2377,76,68987127,1590,729,552,湖南省,Hunan
2378,76,26369966,18,8,6,甘肃省,Gansu
2379,76,39409605,218,100,75,福建省,Fujian
2380,76,3439996,2,1,0,西藏自治区,Tibet
2381,76,35999827,96,43,31,贵州省,Guizhou
2382,76,43589952,26,12,8,辽宁省,Liaoning
2383,76,31018401,884,405,307,重庆声,Chongqing
2384,76,38639419,321,147,111,陕西省,Shaanxi
2385,76,6029996,1,0,0,青海省,Qinghai
2386,76,37729934,36,16,12,黑龙江省,Heilongjiang
2387,77,24239563,242,110,83,上海市,Shanghai
2388,77,48299838,90,41,30,云南省,Yunnan
2389,77,25339980,11,4,3,内蒙古自治区,Inner Mongolia
2390,77,21539469,294,134,101,北京市,Beijing
2391,77,27039990,5,2,1,吉林省,Jilin
2392,77,83409199,447,202,150,四川省,Sichuan
2393,77,15599897,57,25,19,天津市,Tianjin
2394,77,6879992,4,1,1,宁夏回族自治区,Ningxia
2395,77,63238728,707,322,241,安徽省,Anhui
2396,77,100469655,192,87,64,山东省,Shandong
2397,77,37179897,57,25,18,山西省,Shanxi
2398,77,113458780,675,309,234,广东省,Guangdong
2399,77,49259687,175,78,57,广西壮族自治区,Guangxi
2400,77,24869981,10,4,3,新疆维吾尔自治区,Xinjiang
2401,77,80509218,435,198,148,江苏省,Jiangsu
2402,77,46478241,974,446,337,江西省,Jiangxi
2403,77,75559493,283,128,94,河北省,Hebei
2404,77,96046194,2105,966,733,河南省,Henan
2405,77,57369388,339,155,116,浙江省,Zhejiang
2406,77,9339911,49,22,16,海南省,Hainan
2407,77,59041139,68028,32977,27854,湖北省,Hubei
2408,77,68986620,1869,858,651,湖南省,Hunan
2409,77,26369960,21,9,7,甘肃省,Gansu
2410,77,39409536,257,117,88,福建省,Fujian
2411,77,3439995,2,1,0,西藏自治区,Tibet
2412,77,35999796,114,51,37,贵州省,Guizhou
2413,77,43589943,31,14,10,辽宁省,Liaoning
2414,77,31018120,1039,477,362,重庆声,Chongqing
2415,77,38639317,377,173,131,陕西省,Shaanxi
2416,77,6029996,2,0,0,青海省,Qinghai
2417,77,37729922,43,19,14,黑龙江省,Heilongjiang
2418,78,24239485,285,130,98,上海市,Shanghai
2419,78,48299809,106,48,36,云南省,Yunnan
2420,78,25339976,13,5,4,内蒙古自治区,Inner Mongolia
2421,78,21539375,346,158,119,北京市,Beijing
2422,78,27039988,6,2,1,吉林省,Jilin
2423,78,83409054,527,239,177,四川省,Sichuan
2424,78,15599879,67,30,22,天津市,Tianjin
2425,78,6879990,5,2,1,宁夏回族自治区,Ningxia
2426,78,63238501,833,379,285,安徽省,Anhui
2427,78,100469593,226,102,76,山东省,Shandong
2428,78,37179878,68,30,22,山西省,Shanxi
2429,78,113458565,794,364,276,广东省,Guangdong
2430,78,49259630,207,93,68,广西壮族自治区,Guangxi
2431,78,24869978,11,5,4,新疆维吾尔自治区,Xinjiang
2432,78,80509078,512,233,174,江苏省,Jiangsu
2433,78,46477930,1146,525,397,江西省,Jiangxi
2434,78,75559401,334,151,112,河北省,Hebei
2435,78,96045523,2475,1136,864,河南省,Henan
2436,78,57369279,399,182,137,浙江省,Zhejiang
2437,78,9339895,57,26,19,海南省,Hainan
2438,78,59020567,78882,38243,32306,湖北省,Hubei
2439,78,68986025,2197,1009,767,湖南省,Hunan
2440,78,26369953,25,11,8,甘肃省,Gansu
2441,78,39409453,302,138,104,福建省,Fujian
2442,78,3439994,3,1,1,西藏自治区,Tibet
2443,78,35999759,134,60,44,贵州省,Guizhou
2444,78,43589933,37,16,12,辽宁省,Liaoning
2445,78,31017789,1222,561,427,重庆声,Chongqing
2446,78,38639197,444,203,154,陕西省,Shaanxi
2447,78,6029995,2,1,0,青海省,Qinghai
2448,78,37729908,50,23,17,黑龙江省,Heilongjiang
2449,79,24239394,336,153,115,上海市,Shanghai
2450,79,48299775,125,56,42,云南省,Yunnan
2451,79,25339972,15,7,4,内蒙古自治区,Inner Mongolia
2452,79,21539264,407,186,141,北京市,Beijing
2453,79,27039986,7,3,2,吉林省,Jilin
2454,79,83408884,622,282,210,四川省,Sichuan
2455,79,15599857,79,36,26,天津市,Tianjin
2456,79,6879989,6,2,1,宁夏回族自治区,Ningxia
2457,79,63238234,980,447,336,安徽省,Anhui
2458,79,100469520,267,121,90,山东省,Shandong
2459,79,37179856,80,36,26,山西省,Shanxi
2460,79,113458312,933,428,325,广东省,Guangdong
2461,79,49259562,245,110,80,广西壮族自治区,Guangxi
2462,79,24869974,14,6,4,新疆维吾尔自治区,Xinjiang
2463,79,80508914,603,275,206,江苏省,Jiangsu
2464,79,46477564,1348,618,468,江西省,Jiangxi
2465,79,75559293,395,178,132,河北省,Hebei
2466,79,96044736,2909,1337,1017,河南省,Henan
2467,79,57369151,470,215,162,浙江省,Zhejiang
2468,79,9339877,67,31,23,海南省,Hainan
2469,79,58996718,91462,44349,37469,湖北省,Hubei
2470,79,68985326,2583,1187,903,湖南省,Hunan
2471,79,26369945,30,13,10,甘肃省,Gansu
2472,79,39409357,356,163,123,福建省,Fujian
2473,79,3439993,3,1,1,西藏自治区,Tibet
2474,79,35999716,159,71,53,贵州省,Guizhou
2475,79,43589921,43,19,14,辽宁省,Liaoning
2476,79,31017400,1436,660,502,重庆声,Chongqing
2477,79,38639055,522,239,182,陕西省,Shaanxi
2478,79,6029994,2,1,0,青海省,Qinghai
2479,79,37729892,59,27,20,黑龙江省,Heilongjiang
2480,80,24239286,395,180,136,上海市,Shanghai
2481,80,48299734,147,67,50,云南省,Yunnan
2482,80,25339966,18,8,5,内蒙古自治区,Inner Mongolia
2483,80,21539134,479,219,166,北京市,Beijing
2484,80,27039984,8,3,2,吉林省,Jilin
2485,80,83408684,733,333,248,四川省,Sichuan
2486,80,15599831,94,42,31,天津市,Tianjin
2487,80,6879987,7,3,2,宁夏回族自治区,Ningxia
2488,80,63237920,1154,527,396,安徽省,Anhui
2489,80,100469434,315,143,106,山东省,Shandong
2490,80,37179830,95,42,31,山西省,Shanxi
2491,80,113458015,1097,504,383,广东省,Guangdong
2492,80,49259483,290,130,95,广西壮族自治区,Guangxi
2493,80,24869970,16,7,5,新疆维吾尔自治区,Xinjiang
2494,80,80508720,711,324,243,江苏省,Jiangsu
2495,80,46477134,1586,727,551,江西省,Jiangxi
2496,80,75559165,466,211,156,河北省,Hebei
2497,80,96043811,3418,1572,1198,河南省,Henan
2498,80,57369001,553,253,191,浙江省,Zhejiang
2499,80,9339855,79,36,27,海南省,Hainan
2500,80,58969073,106042,51428,43456,湖北省,Hubei
2501,80,68984504,3035,1395,1063,湖南省,Hunan
2502,80,26369935,36,16,12,甘肃省,Gansu
2503,80,39409243,418,191,145,福建省,Fujian
2504,80,3439992,4,1,1,西藏自治区,Tibet
2505,80,35999664,187,84,62,贵州省,Guizhou
2506,80,43589907,51,23,17,辽宁省,Liaoning
2507,80,31016944,1687,776,592,重庆声,Chongqing
2508,80,38638889,613,282,214,陕西省,Shaanxi
2509,80,6029993,3,1,1,青海省,Qinghai
2510,80,37729873,70,32,24,黑龙江省,Heilongjiang
2511,81,24239160,465,213,160,上海市,Shanghai
2512,81,48299687,173,79,59,云南省,Yunnan
2513,81,25339960,22,9,7,内蒙古自治区,Inner Mongolia
2514,81,21538981,564,258,195,北京市,Beijing
2515,81,27039981,10,4,3,吉林省,Jilin
2516,81,83408448,864,393,293,四川省,Sichuan
2517,81,15599801,110,50,37,天津市,Tianjin
2518,81,6879985,8,3,2,宁夏回族自治区,Ningxia
2519,81,63237551,1359,621,468,安徽省,Anhui
2520,81,100469333,371,168,126,山东省,Shandong
2521,81,37179799,112,50,37,山西省,Shanxi
2522,81,113457666,1289,592,451,广东省,Guangdong
2523,81,49259388,343,154,113,广西壮族自治区,Guangxi
2524,81,24869964,19,8,6,新疆维吾尔自治区,Xinjiang
2525,81,80508492,837,382,287,江苏省,Jiangsu
2526,81,46476629,1864,855,649,江西省,Jiangxi
2527,81,75559015,549,249,185,河北省,Hebei
2528,81,96042725,4016,1848,1410,河南省,Henan
2529,81,57368824,651,298,225,浙江省,Zhejiang
2530,81,9339830,93,43,32,海南省,Hainan
2531,81,58937029,122936,59634,50399,湖北省,Hubei
2532,81,68983540,3566,1641,1252,湖南省,Hunan
2533,81,26369923,42,19,14,甘肃省,Gansu
2534,81,39409110,492,225,171,福建省,Fujian
2535,81,3439991,4,2,1,西藏自治区,Tibet
2536,81,35999603,221,100,74,贵州省,Guizhou
2537,81,43589890,60,27,20,辽宁省,Liaoning
2538,81,31016408,1982,912,696,重庆声,Chongqing
2539,81,38638694,721,331,252,陕西省,Shaanxi
2540,81,6029992,4,1,1,青海省,Qinghai
2541,81,37729850,82,37,28,黑龙江省,Heilongjiang
2542,82,24239011,547,250,189,上海市,Shanghai
2543,82,48299632,204,93,70,云南省,Yunnan
2544,82,25339953,26,11,8,内蒙古自治区,Inner Mongolia
2545,82,21538801,663,304,230,北京市,Beijing
2546,82,27039977,12,5,3,吉林省,Jilin
2547,82,83408170,1019,463,346,四川省,Sichuan
2548,82,15599765,130,59,44,天津市,Tianjin
2549,82,6879982,9,4,3,宁夏回族自治区,Ningxia
2550,82,63237116,1599,731,552,安徽省,Anhui
2551,82,100469213,438,199,148,山东省,Shandong
2552,82,37179762,133,60,44,山西省,Shanxi
2553,82,113457255,1515,696,531,广东省,Guangdong
2554,82,49259277,405,182,134,广西壮族自治区,Guangxi
2555,82,24869958,22,10,7,新疆维吾尔自治区,Xinjiang
2556,82,80508224,986,450,338,江苏省,Jiangsu
2557,82,46476035,2192,1006,765,江西省,Jiangxi
2558,82,75558838,648,294,218,河北省,Hebei
2559,82,96041449,4718,2172,1659,河南省,Henan
2560,82,57368616,766,351,265,浙江省,Zhejiang
2561,82,9339800,110,50,38,海南省,Hainan
2562,82,58899893,142510,69146,58449,湖北省,Hubei
2563,82,68982407,4189,1929,1473,湖南省,Hunan
2564,82,26369910,50,22,16,甘肃省,Gansu
2565,82,39408953,578,265,201,福建省,Fujian
2566,82,3439989,5,2,2,西藏自治区,Tibet
2567,82,35999532,261,118,87,贵州省,Guizhou
2568,82,43589871,71,32,24,辽宁省,Liaoning
2569,82,31015779,2328,1072,820,重庆声,Chongqing
2570,82,38638465,847,389,297,陕西省,Shaanxi
2571,82,6029991,4,2,1,青海省,Qinghai
2572,82,37729824,97,44,33,黑龙江省,Heilongjiang
2573,83,24238836,644,295,223,上海市,Shanghai
2574,83,48299566,240,109,82,云南省,Yunnan
2575,83,25339944,31,13,9,内蒙古自治区,Inner Mongolia
2576,83,21538590,779,357,271,北京市,Beijing
2577,83,27039973,15,6,4,吉林省,Jilin
2578,83,83407842,1201,546,409,四川省,Sichuan
2579,83,15599723,154,70,52,天津市,Tianjin
2580,83,6879979,11,5,3,宁夏回族自治区,Ningxia
2581,83,63236605,1882,861,650,安徽省,Anhui
2582,83,100469072,516,234,175,山东省,Shandong
2583,83,37179719,157,70,52,山西省,Shanxi
2584,83,113456774,1781,819,625,广东省,Guangdong
2585,83,49259145,479,216,158,广西壮族自治区,Guangxi
2586,83,24869951,27,12,9,新疆维吾尔自治区,Xinjiang
2587,83,80507908,1161,530,399,江苏省,Jiangsu
2588,83,46475337,2576,1184,901,江西省,Jiangxi
2589,83,75558629,764,347,258,河北省,Hebei
2590,83,96039951,5541,2553,1953,河南省,Henan
2591,83,57368372,900,413,313,浙江省,Zhejiang
2592,83,9339765,129,59,45,海南省,Hainan
2593,83,58856860,165184,80170,67784,湖北省,Hubei
2594,83,68981077,4921,2267,1734,湖南省,Hunan
2595,83,26369894,59,26,19,甘肃省,Gansu
2596,83,39408769,680,312,237,福建省,Fujian
2597,83,3439987,6,3,2,西藏自治区,Tibet
2598,83,35999447,308,139,103,贵州省,Guizhou
2599,83,43589847,84,38,28,辽宁省,Liaoning
2600,83,31015040,2734,1260,964,重庆声,Chongqing
2601,83,38638195,995,458,350,陕西省,Shaanxi
2602,83,6029989,5,2,1,青海省,Qinghai
2603,83,37729793,114,52,39,黑龙江省,Heilongjiang
2604,84,24238631,758,347,263,上海市,Shanghai
2605,84,48299489,283,129,97,云南省,Yunnan
2606,84,25339933,37,16,11,内蒙古自治区,Inner Mongolia
2607,84,21538341,916,420,320,北京市,Beijing
2608,84,27039968,18,7,5,吉林省,Jilin
2609,84,83407457,1415,644,482,四川省,Sichuan
2610,84,15599673,181,82,61,天津市,Tianjin
2611,84,6879975,13,6,4,宁夏回族自治区,Ningxia
2612,84,63236004,2214,1013,767,安徽省,Anhui
2613,84,100468906,608,277,207,山东省,Shandong
2614,84,37179668,185,83,61,山西省,Shanxi
2615,84,113456208,2092,963,735,广东省,Guangdong
2616,84,49258990,566,255,188,广西壮族自治区,Guangxi
2617,84,24869942,31,14,11,新疆维吾尔自治区,Xinjiang
2618,84,80507537,1366,624,471,江苏省,Jiangsu
2619,84,46474517,3028,1392,1061,江西省,Jiangxi
2620,84,75558383,901,409,305,河北省,Hebei
2621,84,96038193,6508,3000,2297,河南省,Henan
2622,84,57368085,1059,486,369,浙江省,Zhejiang
2623,84,9339724,152,70,53,海南省,Hainan
2624,84,58807003,191444,92945,78607,湖北省,Hubei
2625,84,68979516,5779,2664,2040,湖南省,Hunan
2626,84,26369874,69,31,23,甘肃省,Gansu
2627,84,39408552,799,367,280,福建省,Fujian
2628,84,3439985,8,3,2,西藏自治区,Tibet
2629,84,35999348,364,165,122,贵州省,Guizhou
2630,84,43589820,99,45,34,辽宁省,Liaoning
2631,84,31014173,3210,1480,1134,重庆声,Chongqing
2632,84,38637879,1169,538,412,陕西省,Shaanxi
2633,84,6029988,6,3,2,青海省,Qinghai
2634,84,37729756,135,61,46,黑龙江省,Heilongjiang
2635,85,24238389,891,408,310,上海市,Shanghai
2636,85,48299398,333,152,115,云南省,Yunnan
2637,85,25339921,44,19,14,内蒙古自治区,Inner Mongolia
